,coal_MWh,hydro_MWh,natural_gas_MWh,nuclear_MWh,oil_MWh,other_MWh,solar_MWh,wind_MWh,weighedTemp_ng,capUnc_ng
2019-12-30 23:00:00-08:00,1042,301,12230,2272,90,701,7,990,10.721792751346785,0.03724807547090528
2019-12-30 22:00:00-08:00,1387,497,12494,2273,91,706,7,930,10.369013415070857,0.024446790260958102
2019-12-30 21:00:00-08:00,1493,723,12864,2272,91,733,7,753,10.466163029437068,0.0373946550725459
2019-12-30 20:00:00-08:00,1475,816,13280,2272,46,731,7,615,10.4232910181282,0.0373946550725459
2019-12-30 19:00:00-08:00,1469,865,13550,2273,90,736,7,556,11.147270948437544,0.0373946550725459
2019-12-30 18:00:00-08:00,1649,874,13702,2273,91,738,7,660,11.80734231410538,0.0373946550725459
2019-12-30 17:00:00-08:00,1277,401,13419,2273,90,727,1177,609,13.072132920786485,0.027256232625736586
2019-12-30 16:00:00-08:00,938,347,11850,2275,92,696,1526,532,14.569867715857068,0.024532295028581796
2019-12-30 15:00:00-08:00,671,339,9912,2275,91,697,4782,531,14.90564167303159,0.03724807547090528
2019-12-30 14:00:00-08:00,658,328,9958,2276,91,697,5652,449,14.751466472368909,0.024300210659317485
2019-12-30 13:00:00-08:00,662,326,9730,2274,91,696,6167,467,14.27032772639967,0.024446790260958102
2019-12-30 12:00:00-08:00,663,358,9684,2276,80,678,6672,531,13.511445010873235,0.03724807547090528
2019-12-30 11:00:00-08:00,661,401,10120,2275,48,688,5826,559,12.282844108596425,0.024300210659317485
2019-12-30 10:00:00-08:00,804,373,11289,2275,46,696,3852,476,11.331437402819823,0.024300210659317485
2019-12-30 09:00:00-08:00,886,343,11975,2275,83,699,2198,468,9.987329142419174,0.0373946550725459
2019-12-30 08:00:00-08:00,1129,444,12115,2274,85,704,946,469,8.166181998913334,0.024300210659317485
2019-12-30 07:00:00-08:00,999,413,11660,2273,90,708,21,457,7.695396179071287,0.024446790260958102
2019-12-30 06:00:00-08:00,682,276,10641,2276,90,707,5,575,8.070989990659285,0.024446790260958102
2019-12-30 05:00:00-08:00,659,263,9861,2274,90,707,4,789,8.328412617336069,0.024300210659317485
2019-12-30 04:00:00-08:00,656,253,9256,2273,90,707,4,847,8.408030688655044,0.03724807547090528
2019-12-30 03:00:00-08:00,655,247,10010,2274,90,710,4,860,8.595583297591283,0.0373946550725459
2019-12-30 02:00:00-08:00,659,249,10512,2275,90,703,4,562,8.691504846114608,0.0373946550725459
2019-12-30 01:00:00-08:00,661,249,10795,2273,91,705,5,512,8.900138366152573,0.0373946550725459
2019-12-30 00:00:00-08:00,792,226,11194,2274,46,702,5,420,8.858728919591805,0.0373946550725459
2019-12-29 23:00:00-08:00,952,296,11975,2273,90,705,6,415,9.155593931380338,0.0373946550725459
2019-12-29 22:00:00-08:00,1253,503,12375,2273,90,734,6,529,9.063885139850822,0.0373946550725459
2019-12-29 21:00:00-08:00,1393,855,12489,2273,90,735,6,562,9.265167369098508,0.024446790260958102
2019-12-29 20:00:00-08:00,1360,893,12355,2272,91,738,6,411,9.600667771497893,0.0373946550725459
2019-12-29 19:00:00-08:00,1467,855,12467,2272,90,736,6,148,9.981638030987137,0.024446790260958102
2019-12-29 18:00:00-08:00,1522,824,12536,2273,90,737,6,58,10.730169556908537,0.0373946550725459
2019-12-29 17:00:00-08:00,1412,500,12261,2273,91,739,429,193,11.377719112406625,0.024446790260958102
2019-12-29 16:00:00-08:00,1043,418,10536,2272,90,735,615,244,12.421624362133237,0.03724807547090528
2019-12-29 15:00:00-08:00,723,361,9422,2275,46,712,3583,86,13.364252842646422,0.03724807547090528
2019-12-29 14:00:00-08:00,715,387,8307,2273,91,700,5406,81,13.423653674255798,0.024300210659317485
2019-12-29 13:00:00-08:00,662,378,7808,2274,91,681,5806,66,13.386288512144864,0.024300210659317485
2019-12-29 12:00:00-08:00,678,395,8041,2276,90,695,7148,27,12.907217873210737,0.03724807547090528
2019-12-29 11:00:00-08:00,665,356,7563,2275,90,681,5881,112,11.892049242933668,0.03724807547090528
2019-12-29 10:00:00-08:00,744,341,7885,2274,91,697,6084,117,10.344874945854523,0.024300210659317485
2019-12-29 09:00:00-08:00,676,317,8570,2276,91,698,4550,127,8.36568135667911,0.024300210659317485
2019-12-29 08:00:00-08:00,713,362,9731,2276,90,701,2621,202,6.407932360113376,0.03724807547090528
2019-12-29 07:00:00-08:00,1017,345,10537,2272,91,705,208,235,5.245725537761967,0.03724807547090528
2019-12-29 06:00:00-08:00,894,255,10312,2272,90,701,4,226,5.228176390081212,0.10928217770382567
2019-12-29 05:00:00-08:00,722,244,10242,2273,90,700,4,93,5.238926329600113,0.024300210659317485
2019-12-29 04:00:00-08:00,662,235,10476,2272,90,702,4,145,5.637424553461546,0.03724807547090528
2019-12-29 03:00:00-08:00,661,239,10474,2273,90,705,4,169,5.810733173107427,0.0373946550725459
2019-12-29 02:00:00-08:00,661,246,10480,2274,90,710,4,217,5.911162230674952,0.03724807547090528
2019-12-29 01:00:00-08:00,666,320,10705,2272,90,710,4,225,6.086095785955893,0.03724807547090528
2019-12-29 00:00:00-08:00,839,384,11640,2271,90,709,5,195,6.279518662426686,0.0373946550725459
2019-12-28 23:00:00-08:00,972,423,11680,2272,90,718,5,194,6.661385861497588,0.03724807547090528
2019-12-28 22:00:00-08:00,1240,568,11925,2274,91,739,5,144,7.056746124586703,0.03724807547090528
2019-12-28 21:00:00-08:00,1384,833,12088,2274,91,712,5,303,7.501009802404038,0.03724807547090528
2019-12-28 20:00:00-08:00,1509,929,12148,2272,90,733,5,230,8.195117321809652,0.03724807547090528
2019-12-28 19:00:00-08:00,1709,884,11838,2271,91,707,5,207,9.32111267890584,0.05813322571133249
2019-12-28 18:00:00-08:00,1723,777,11863,2271,91,737,5,190,11.052656664195535,0.13002074834261224
2019-12-28 17:00:00-08:00,1466,511,11234,2270,91,709,1605,200,11.973106135152122,0.024300210659317485
2019-12-28 16:00:00-08:00,830,340,8639,2270,90,731,2032,332,13.967720148089128,0.03724807547090528
2019-12-28 15:00:00-08:00,657,314,6290,2273,90,701,6350,496,14.400428957377182,0.024300210659317485
2019-12-28 14:00:00-08:00,659,302,5563,2273,91,698,7825,493,14.438146297644938,0.03724807547090528
2019-12-28 13:00:00-08:00,661,414,5434,2271,90,696,8628,530,13.754448180224164,0.03724807547090528
2019-12-28 12:00:00-08:00,660,439,5417,2272,91,694,8149,552,13.022709655482169,0.03724807547090528
2019-12-28 11:00:00-08:00,661,366,5882,2273,91,691,8450,428,11.96115139550404,0.03724807547090528
2019-12-28 10:00:00-08:00,659,382,5688,2270,90,697,8064,356,10.262246128392968,0.03724807547090528
2019-12-28 09:00:00-08:00,659,373,6740,2274,91,703,7858,384,7.63160101703431,0.03724807547090528
2019-12-28 08:00:00-08:00,717,420,9012,2273,90,705,3778,467,4.63843252885784,0.03724807547090528
2019-12-28 07:00:00-08:00,948,406,10618,2272,90,703,173,537,3.3717439550150097,0.03724807547090528
2019-12-28 06:00:00-08:00,781,302,9791,2270,90,706,4,640,3.325011888237877,0.03724807547090528
2019-12-28 05:00:00-08:00,663,262,10313,2271,91,700,4,656,3.8718012012575906,0.03724807547090528
2019-12-28 04:00:00-08:00,660,260,10386,2273,91,702,5,576,3.9226552005014117,0.03724807547090528
2019-12-28 03:00:00-08:00,658,256,10863,2271,91,706,4,358,4.165985948466025,0.024300210659317485
2019-12-28 02:00:00-08:00,659,256,10846,2272,91,706,4,315,4.650645035233337,0.03724807547090528
2019-12-28 01:00:00-08:00,729,255,11724,2272,90,702,4,309,5.0297263802155365,0.03724807547090528
2019-12-28 00:00:00-08:00,799,185,12047,2271,91,705,4,612,5.746653911445949,0.03724807547090528
2019-12-27 23:00:00-08:00,1064,218,12509,2271,91,705,5,362,6.120758512714198,0.03724807547090528
2019-12-27 22:00:00-08:00,1445,392,12788,2270,91,708,5,193,6.693086780330232,0.03724807547090528
2019-12-27 21:00:00-08:00,1561,653,13235,2271,90,712,5,380,7.210560734325354,0.024300210659317485
2019-12-27 20:00:00-08:00,1603,742,13259,2271,91,735,5,509,8.143630914376283,0.024300210659317485
2019-12-27 19:00:00-08:00,1640,758,13006,2269,91,736,6,897,8.933925047007387,0.03724807547090528
2019-12-27 18:00:00-08:00,1511,743,12866,2269,91,743,10,1121,10.332558195434503,0.024300210659317485
2019-12-27 17:00:00-08:00,1164,549,12614,2267,91,701,46,696,11.86172585534303,0.05625456381697191
2019-12-27 16:00:00-08:00,715,361,10446,2268,91,704,2101,804,13.687649822550458,0.05625456381697191
2019-12-27 15:00:00-08:00,660,336,8882,2270,91,697,6299,1011,14.437800557587622,0.05625456381697191
2019-12-27 14:00:00-08:00,662,329,8323,2270,91,684,7845,1181,14.217950693020253,0.04345327860702471
2019-12-27 13:00:00-08:00,665,347,8507,2270,51,680,7527,1500,13.88303965455163,0.0433066990053841
2019-12-27 12:00:00-08:00,662,417,7977,2271,90,685,7656,1624,13.093296393800784,0.05625456381697191
2019-12-27 11:00:00-08:00,661,429,7885,2270,90,707,7440,1564,11.855808929167734,0.05625456381697191
2019-12-27 10:00:00-08:00,661,447,8371,2267,91,708,6923,1546,10.280776040817278,0.05625456381697191
2019-12-27 09:00:00-08:00,670,460,10456,2268,48,708,5305,1254,7.70243878573259,0.05625456381697191
2019-12-27 08:00:00-08:00,962,454,12336,2270,90,708,2164,1341,4.9415278780866005,0.05625456381697191
2019-12-27 07:00:00-08:00,1156,419,11579,2270,90,707,57,940,4.003988382296982,0.05625456381697191
2019-12-27 06:00:00-08:00,884,315,11093,2271,91,710,4,1089,4.053218328579419,0.0433066990053841
2019-12-27 05:00:00-08:00,679,286,10978,2270,91,709,4,1358,4.542275725408381,0.0433066990053841
2019-12-27 04:00:00-08:00,660,275,11399,2269,91,704,4,1115,4.808619835478841,0.045825669459578104
2019-12-27 03:00:00-08:00,658,288,11406,2269,46,706,4,748,5.375015560355875,0.045825669459578104
2019-12-27 02:00:00-08:00,658,288,11576,2271,90,705,4,684,6.01753198880683,0.05625456381697191
2019-12-27 01:00:00-08:00,679,277,11348,2270,91,706,4,814,6.547546407391014,0.05625456381697191
2019-12-27 00:00:00-08:00,909,246,11912,2269,90,706,8,725,6.918631813557611,0.05625456381697191
2019-12-26 23:00:00-08:00,1139,315,12828,2272,90,731,8,1069,7.2096405708413265,0.05625456381697191
2019-12-26 22:00:00-08:00,1338,437,13914,2269,91,737,8,1177,7.6129397250981885,0.05640114341861252
2019-12-26 21:00:00-08:00,1458,527,14113,2271,90,736,8,1233,7.956105610304759,0.05625456381697191
2019-12-26 20:00:00-08:00,1513,582,14064,2269,90,731,8,1093,8.097818289598687,0.05625456381697191
2019-12-26 19:00:00-08:00,1451,846,14450,2269,90,734,0,995,8.762749963112238,0.05625456381697191
2019-12-26 18:00:00-08:00,1439,767,14436,2270,91,737,0,863,9.255342357244368,0.05625456381697191
2019-12-26 17:00:00-08:00,1214,423,14678,2271,92,738,4,731,10.230439624443772,0.05625456381697191
2019-12-26 16:00:00-08:00,1136,344,12707,2269,91,704,738,742,11.495808152583308,0.05625456381697191
2019-12-26 15:00:00-08:00,1086,334,11752,2272,91,707,2271,920,11.696388726452797,0.0433066990053841
2019-12-26 14:00:00-08:00,1062,334,11609,2270,92,706,2351,1087,11.902191942432083,0.0433066990053841
2019-12-26 13:00:00-08:00,1137,340,11214,2270,91,704,2451,1192,11.746032197190319,0.05625456381697191
2019-12-26 12:00:00-08:00,1367,331,11176,2270,92,702,2425,1274,10.964633672183007,0.05625456381697191
2019-12-26 11:00:00-08:00,1390,333,11841,2271,91,705,1831,1147,10.360169062429623,0.05625456381697191
2019-12-26 10:00:00-08:00,1390,454,12044,2272,90,702,1069,1286,9.222309743787541,0.03724807547090528
2019-12-26 09:00:00-08:00,1366,398,12050,2270,91,702,620,1467,7.893534473352332,0.03724807547090528
2019-12-26 08:00:00-08:00,1273,400,11630,2271,47,747,299,1536,7.03446822255106,0.024300210659317485
2019-12-26 07:00:00-08:00,1140,614,10770,2272,46,736,-1,1542,6.932268050787832,0.024300210659317485
2019-12-26 06:00:00-08:00,897,245,10459,2272,46,729,5,1372,7.224405169416905,0.03724807547090528
2019-12-26 05:00:00-08:00,656,217,10446,2270,46,709,5,1058,7.547388723218333,0.024300210659317485
2019-12-26 04:00:00-08:00,655,212,9947,2268,90,700,5,1246,7.93379138529797,0.024300210659317485
2019-12-26 03:00:00-08:00,658,211,9487,2269,90,699,5,1294,8.089791430367038,0.024300210659317485
2019-12-26 02:00:00-08:00,657,205,9335,2270,90,703,5,1668,8.450471520248067,0.03724807547090528
2019-12-26 01:00:00-08:00,658,201,9289,2270,90,700,5,2239,8.927152430808425,0.03724807547090528
2019-12-26 00:00:00-08:00,657,216,9966,2271,90,707,5,2409,8.974449804231046,0.03724807547090528
2019-12-25 23:00:00-08:00,776,309,10253,2271,91,725,7,2162,9.204357159713464,0.03724807547090528
2019-12-25 22:00:00-08:00,891,445,10710,2271,90,734,7,2491,9.757983084953322,0.03724807547090528
2019-12-25 21:00:00-08:00,956,555,10927,2272,90,757,9,1980,10.058326486283486,0.03724807547090528
2019-12-25 20:00:00-08:00,1009,770,11065,2272,90,775,9,1175,10.538602795829346,0.03724807547090528
2019-12-25 19:00:00-08:00,1242,737,10638,2270,91,772,9,1188,10.644293214442497,0.03724807547090528
2019-12-25 18:00:00-08:00,1451,833,10333,2269,91,774,9,1309,10.916050009261916,0.03724807547090528
2019-12-25 17:00:00-08:00,1356,524,10698,2270,90,769,406,892,11.321608464972572,0.024300210659317485
2019-12-25 16:00:00-08:00,1084,371,9973,2270,91,735,561,996,12.097509915323267,0.03724807547090528
2019-12-25 15:00:00-08:00,751,314,9228,2270,90,712,2322,1363,12.311465646102652,0.024300210659317485
2019-12-25 14:00:00-08:00,662,315,8940,2270,91,716,4451,1568,12.697922438446334,0.03724807547090528
2019-12-25 13:00:00-08:00,659,317,8609,2269,90,709,6107,1631,12.538165138074097,0.024300210659317485
2019-12-25 12:00:00-08:00,661,306,8442,2270,91,708,6127,1700,12.276096893489274,0.024300210659317485
2019-12-25 11:00:00-08:00,659,308,8597,2274,90,708,6489,1686,11.738874575286625,0.024300210659317485
2019-12-25 10:00:00-08:00,694,404,8646,2274,90,707,6378,1607,10.787430846488213,0.03724807547090528
2019-12-25 09:00:00-08:00,681,450,8621,2273,90,723,5948,1303,9.36749756501839,0.024300210659317485
2019-12-25 08:00:00-08:00,705,417,10049,2273,90,741,1982,1639,7.918028125769184,0.03724807547090528
2019-12-25 07:00:00-08:00,781,505,10050,2271,90,742,86,1620,7.080793251236403,0.03724807547090528
2019-12-25 06:00:00-08:00,829,220,9950,2272,91,741,4,1620,7.033179447503299,0.024300210659317485
2019-12-25 05:00:00-08:00,833,192,9843,2271,91,741,4,1607,7.191525638040296,0.024300210659317485
2019-12-25 04:00:00-08:00,829,193,9399,2271,91,745,4,1783,7.772598411010769,0.03724807547090528
2019-12-25 03:00:00-08:00,827,168,9530,2270,91,745,4,1640,8.110846998024472,0.024300210659317485
2019-12-25 02:00:00-08:00,910,157,9526,2269,90,740,4,1510,8.402384701855174,0.03724807547090528
2019-12-25 01:00:00-08:00,1143,154,9752,2271,90,709,3,1732,8.255028179056909,0.03724807547090528
2019-12-25 00:00:00-08:00,1234,229,10021,2271,90,697,3,2090,8.240590467150728,0.0373946550725459
2019-12-24 23:00:00-08:00,1182,298,10450,2272,90,700,3,2176,8.43354576527518,0.03724807547090528
2019-12-24 22:00:00-08:00,1184,463,10889,2270,90,696,3,2218,8.573539903625342,0.03724807547090528
2019-12-24 21:00:00-08:00,1268,481,10873,2269,90,697,3,2348,8.9009317993235,0.03724807547090528
2019-12-24 20:00:00-08:00,1365,667,10717,2269,90,724,3,2465,9.407616617650417,0.03724807547090528
2019-12-24 19:00:00-08:00,1540,807,10764,2269,90,725,5,2490,9.686679844805843,0.03724807547090528
2019-12-24 18:00:00-08:00,1723,736,10942,2269,89,723,5,2626,10.473835041500989,0.03724807547090528
2019-12-24 17:00:00-08:00,1365,481,11763,2267,91,736,583,2467,11.097218304587567,0.03724807547090528
2019-12-24 16:00:00-08:00,924,369,10612,2265,47,738,880,2424,12.262413350351572,0.03724807547090528
2019-12-24 15:00:00-08:00,664,352,9422,2267,91,712,4199,2421,12.948400273419017,0.024300210659317485
2019-12-24 14:00:00-08:00,658,360,9390,2267,92,708,6440,2306,13.21791888569232,0.024300210659317485
2019-12-24 13:00:00-08:00,658,377,9266,2267,85,713,6766,2070,13.278056196120552,0.024300210659317485
2019-12-24 12:00:00-08:00,668,351,9206,2266,48,717,6776,1995,12.797182932844581,0.024300210659317485
2019-12-24 11:00:00-08:00,769,354,9622,2269,91,739,6448,1463,12.090706883298658,0.024300210659317485
2019-12-24 10:00:00-08:00,889,387,9307,2269,91,735,5994,1454,10.609760858515676,0.024300210659317485
2019-12-24 09:00:00-08:00,994,391,9753,2270,90,743,4716,1259,8.82963609231147,0.024300210659317485
2019-12-24 08:00:00-08:00,1092,403,11641,2272,90,740,2349,953,6.806313580503797,0.03724807547090528
2019-12-24 07:00:00-08:00,1041,640,12357,2269,90,737,45,1031,6.008447671055895,0.024300210659317485
2019-12-24 06:00:00-08:00,869,270,11801,2271,90,741,3,875,6.31842176981225,0.03724807547090528
2019-12-24 05:00:00-08:00,679,227,11377,2271,91,742,3,843,6.624215287487281,0.03724807547090528
2019-12-24 04:00:00-08:00,657,215,11521,2269,46,740,3,770,6.560212275311915,0.024300210659317485
2019-12-24 03:00:00-08:00,655,221,11594,2270,90,738,3,843,6.785371231412139,0.024300210659317485
2019-12-24 02:00:00-08:00,780,205,11036,2261,88,737,3,1009,7.21344418871975,0.03724807547090528
2019-12-24 01:00:00-08:00,985,214,11425,2256,90,740,3,740,7.755268203511651,0.0591592829228168
2019-12-24 00:00:00-08:00,1027,219,12302,2257,90,740,5,589,7.947332479915248,0.0591592829228168
2019-12-23 23:00:00-08:00,1042,420,13323,2258,90,743,5,507,8.320864635911375,0.05813322571133249
2019-12-23 22:00:00-08:00,1058,744,14145,2257,90,745,6,482,8.479705750253116,0.03724807547090528
2019-12-23 21:00:00-08:00,1124,883,14235,2259,47,745,6,465,8.85156440075415,0.03724807547090528
2019-12-23 20:00:00-08:00,1413,1023,14541,2259,89,780,6,428,9.180725525074413,0.03724807547090528
2019-12-23 19:00:00-08:00,1486,1149,14445,2256,90,782,6,387,9.513461672168837,0.03724807547090528
2019-12-23 18:00:00-08:00,1510,1066,14432,2256,90,762,6,202,9.96286117024921,0.03724807547090528
2019-12-23 17:00:00-08:00,1565,675,14043,2258,91,747,336,192,11.119806711660068,0.05813322571133249
2019-12-23 16:00:00-08:00,1528,433,13192,2258,91,709,430,96,11.704708934829112,0.03724807547090528
2019-12-23 15:00:00-08:00,1418,307,13409,2258,91,743,889,76,12.37767962404241,0.03724807547090528
2019-12-23 14:00:00-08:00,1119,306,13129,2257,91,753,1121,264,12.634527122183682,0.03724807547090528
2019-12-23 13:00:00-08:00,1046,371,13010,2260,48,760,1468,480,12.38135192182019,0.024300210659317485
2019-12-23 12:00:00-08:00,1010,377,13133,2260,91,763,1779,412,11.90502909256078,0.03724807547090528
2019-12-23 11:00:00-08:00,974,391,13376,2256,90,743,1817,311,11.30604884485474,0.024300210659317485
2019-12-23 10:00:00-08:00,1110,454,13455,2258,90,743,1463,523,10.300911759034577,0.024446790260958102
2019-12-23 09:00:00-08:00,1292,493,12922,2259,91,748,895,916,9.22872756523306,0.03724807547090528
2019-12-23 08:00:00-08:00,1339,455,12416,2259,90,756,264,1107,8.61109597958872,0.024300210659317485
2019-12-23 07:00:00-08:00,1049,451,11935,2258,90,792,24,930,8.516100890906207,0.04518536089974468
2019-12-23 06:00:00-08:00,870,265,11657,2259,90,782,3,1032,8.451113155216996,0.03724807547090528
2019-12-23 05:00:00-08:00,693,229,11361,2256,91,743,3,1014,8.392167744685818,0.03724807547090528
2019-12-23 04:00:00-08:00,660,214,11272,2255,91,746,3,771,8.36541141930589,0.03724807547090528
2019-12-23 03:00:00-08:00,659,213,10706,2254,90,745,4,470,8.289806717805968,0.03724807547090528
2019-12-23 02:00:00-08:00,659,231,10542,2254,90,739,4,410,8.37185129171985,0.03724807547090528
2019-12-23 01:00:00-08:00,667,226,10972,2255,90,743,3,618,8.892109052062109,0.03724807547090528
2019-12-23 00:00:00-08:00,854,230,11320,2254,90,740,4,505,9.404759769346525,0.024300210659317485
2019-12-22 23:00:00-08:00,989,273,11894,2253,90,750,4,640,10.196407194024843,0.024300210659317485
2019-12-22 22:00:00-08:00,1286,518,12161,2256,90,753,5,1107,10.752299148444992,0.024300210659317485
2019-12-22 21:00:00-08:00,1380,659,11762,2253,91,748,5,768,11.274374378735413,0.024300210659317485
2019-12-22 20:00:00-08:00,1297,973,12439,2254,90,760,5,771,11.879906356491324,0.024300210659317485
2019-12-22 19:00:00-08:00,1443,1019,12397,2254,91,756,5,1122,12.561642892733113,0.024300210659317485
2019-12-22 18:00:00-08:00,1530,1031,12358,2256,90,756,5,1133,13.155883269430355,0.03724807547090528
2019-12-22 17:00:00-08:00,1291,689,11750,2254,90,740,253,1220,13.801895165280765,0.03724807547090528
2019-12-22 16:00:00-08:00,908,595,11149,2255,90,734,435,1180,14.72066112305151,0.03724807547090528
2019-12-22 15:00:00-08:00,670,372,10653,2253,90,740,1885,930,15.17092730792947,0.03724807547090528
2019-12-22 14:00:00-08:00,662,357,9950,2252,91,740,3304,579,15.87176940624786,0.03724807547090528
2019-12-22 13:00:00-08:00,663,341,9298,2251,91,740,4337,914,16.190120328759892,0.03724807547090528
2019-12-22 12:00:00-08:00,661,360,9315,2251,90,744,4761,857,15.96135465011533,0.03724807547090528
2019-12-22 11:00:00-08:00,662,384,9315,2252,91,741,4965,952,15.52151228028329,0.03724807547090528
2019-12-22 10:00:00-08:00,664,401,9525,2254,90,748,4244,831,14.047625110481814,0.024300210659317485
2019-12-22 09:00:00-08:00,661,421,10155,2253,91,749,3654,814,12.49590249557447,0.024300210659317485
2019-12-22 08:00:00-08:00,670,472,10541,2253,90,750,1332,957,11.26949003646403,0.03724807547090528
2019-12-22 07:00:00-08:00,682,350,10499,2255,90,748,24,875,10.490022279344409,0.03724807547090528
2019-12-22 06:00:00-08:00,661,372,10206,2240,90,745,4,783,10.101102929048661,0.03724807547090528
2019-12-22 05:00:00-08:00,661,323,10020,2223,91,749,4,855,10.228700258145608,0.024300210659317485
2019-12-22 04:00:00-08:00,661,304,9979,2223,90,747,4,664,9.722205375970281,0.03724807547090528
2019-12-22 03:00:00-08:00,659,223,10155,2202,90,745,4,400,9.566666269123315,0.03724807547090528
2019-12-22 02:00:00-08:00,659,232,10404,2176,90,743,4,491,9.906063990946164,0.03724807547090528
2019-12-22 01:00:00-08:00,694,224,10905,2160,90,747,4,760,9.96993227383801,0.03724807547090528
2019-12-22 00:00:00-08:00,804,223,11139,2154,46,744,4,640,10.343035953989856,0.03724807547090528
2019-12-21 23:00:00-08:00,917,356,11725,2157,90,744,6,783,10.49220220408184,0.03724807547090528
2019-12-21 22:00:00-08:00,1038,606,11825,2152,91,742,6,860,10.77000657215285,0.03724807547090528
2019-12-21 21:00:00-08:00,1111,712,11758,2149,91,756,6,852,11.21147738951044,0.03724807547090528
2019-12-21 20:00:00-08:00,1227,714,11737,2149,91,751,6,719,11.729093880285317,0.03724807547090528
2019-12-21 19:00:00-08:00,1435,950,12121,2148,90,756,6,531,12.456303860666472,0.024300210659317485
2019-12-21 18:00:00-08:00,1376,962,11348,2150,91,756,6,369,13.362103774033708,0.024300210659317485
2019-12-21 17:00:00-08:00,1179,523,11593,2150,90,749,410,356,14.975006397303869,0.024300210659317485
2019-12-21 16:00:00-08:00,951,404,10865,2150,91,733,532,259,16.59169484735357,0.024300210659317485
2019-12-21 15:00:00-08:00,735,301,9739,2152,91,741,2530,238,17.837401208362625,0.03724807547090528
2019-12-21 14:00:00-08:00,666,290,8142,2126,90,726,4796,290,18.205028432807985,0.03724807547090528
2019-12-21 13:00:00-08:00,660,291,8126,2098,48,721,5590,286,17.837692971348968,0.03724807547090528
2019-12-21 12:00:00-08:00,661,271,8217,2066,90,730,5806,345,16.877724122308,0.04020409743732438
2019-12-21 11:00:00-08:00,710,306,8707,2036,90,728,5397,441,15.573286025674534,0.03724807547090528
2019-12-21 10:00:00-08:00,761,328,9165,2006,91,749,4735,417,13.578073877088055,0.03724807547090528
2019-12-21 09:00:00-08:00,957,345,9415,1974,90,747,3562,404,11.263570962756956,0.03724807547090528
2019-12-21 08:00:00-08:00,1272,411,10047,1942,90,748,2423,419,9.21448832364427,0.03724807547090528
2019-12-21 07:00:00-08:00,1294,675,10454,1909,90,773,187,366,8.4338532862033,0.03724807547090528
2019-12-21 06:00:00-08:00,1168,243,10228,1878,90,747,3,368,8.224899882513254,0.03724807547090528
2019-12-21 05:00:00-08:00,1094,229,10210,1766,91,749,3,349,8.359918571279946,0.03724807547090528
2019-12-21 04:00:00-08:00,1092,213,10042,1695,90,749,3,374,8.653077543791092,0.03724807547090528
2019-12-21 03:00:00-08:00,1131,217,10091,1691,91,741,3,298,9.26245689403609,0.03724807547090528
2019-12-21 02:00:00-08:00,1226,233,10001,1697,91,739,3,304,9.205460291762988,0.03724807547090528
2019-12-21 01:00:00-08:00,1379,220,10479,1699,91,743,3,270,9.747376949759824,0.03724807547090528
2019-12-21 00:00:00-08:00,1464,234,10889,1832,91,745,3,280,10.04578879790503,0.03724807547090528
2019-12-20 23:00:00-08:00,1608,327,12005,1837,90,773,5,303,10.113003703175115,0.024300210659317485
2019-12-20 22:00:00-08:00,1771,522,12682,1806,90,775,5,228,10.770980527658637,0.024300210659317485
2019-12-20 21:00:00-08:00,1800,587,12840,1773,92,764,5,175,11.508591666729261,0.024300210659317485
2019-12-20 20:00:00-08:00,1788,638,12976,1754,46,764,5,163,11.921092119252855,0.03724807547090528
2019-12-20 19:00:00-08:00,1795,777,13597,1741,91,761,5,183,12.967102162720415,0.03724807547090528
2019-12-20 18:00:00-08:00,1793,809,13917,1709,91,763,6,150,13.854221732764595,0.03724807547090528
2019-12-20 17:00:00-08:00,1742,342,14063,1676,91,741,572,179,15.824179381710131,0.03724807547090528
2019-12-20 16:00:00-08:00,1402,328,11952,1646,91,729,843,193,18.05986170566398,0.03724807547090528
2019-12-20 15:00:00-08:00,938,327,10101,1618,91,723,4530,228,19.26892711507865,0.03724807547090528
2019-12-20 14:00:00-08:00,672,325,9170,1587,91,722,6620,358,19.41834376673171,0.03724807547090528
2019-12-20 13:00:00-08:00,660,318,8988,1556,91,728,7260,310,18.97883145092328,0.03724807547090528
2019-12-20 12:00:00-08:00,660,310,9545,1544,91,724,7555,381,18.184116146942173,0.03724807547090528
2019-12-20 11:00:00-08:00,662,358,8904,1546,91,719,7717,342,16.71325123251383,0.024300210659317485
2019-12-20 10:00:00-08:00,712,440,9564,1512,90,732,7227,337,14.372949678624265,0.03724807547090528
2019-12-20 09:00:00-08:00,1089,457,9827,1516,90,739,6936,308,11.348795579225163,0.024300210659317485
2019-12-20 08:00:00-08:00,1473,478,11552,1516,90,761,4073,353,8.42322027877093,0.03724807547090528
2019-12-20 07:00:00-08:00,1591,465,12787,1518,90,792,317,422,6.573816187796096,0.03724807547090528
2019-12-20 06:00:00-08:00,1330,308,11596,1517,48,743,4,424,7.215768675444762,0.03724807547090528
2019-12-20 05:00:00-08:00,1144,277,11077,1512,90,740,4,434,6.8761503170619696,0.03724807547090528
2019-12-20 04:00:00-08:00,839,276,11112,1492,46,742,4,447,6.749858356149784,0.03724807547090528
2019-12-20 03:00:00-08:00,811,278,11113,1494,90,742,4,495,6.748768596781931,0.03724807547090528
2019-12-20 02:00:00-08:00,871,283,11213,1491,90,744,4,481,7.272777736895661,0.03724807547090528
