,coal_MWh,hydro_MWh,natural_gas_MWh,nuclear_MWh,oil_MWh,other_MWh,solar_MWh,wind_MWh,weighedTemp_ng,capUnc_ng
2019-10-30 01:00:00-07:00,840,753,12228,1123,88,785,25,1919,11.447274208613374,0.03748015984016959
2019-10-30 00:00:00-07:00,960,637,12848,1127,88,793,25,1786,12.232027680765093,0.03748015984016959
2019-10-29 23:00:00-07:00,1118,856,13949,1126,88,791,25,1787,12.61320113098743,0.03748015984016959
2019-10-29 22:00:00-07:00,1120,1371,14974,1123,88,795,25,1815,13.604871621758818,0.03748015984016959
2019-10-29 21:00:00-07:00,1119,1744,16020,1125,88,792,25,1589,14.41164079473695,0.03748015984016959
2019-10-29 20:00:00-07:00,1118,1931,17004,1124,88,792,25,1277,15.068554741893152,0.024532295028581796
2019-10-29 19:00:00-07:00,1105,1966,17493,1123,88,795,41,1063,16.240285104635205,0.024532295028581796
2019-10-29 18:00:00-07:00,913,1804,16294,1123,88,791,137,1215,18.01602954729872,0.024532295028581796
2019-10-29 17:00:00-07:00,759,910,12973,1123,89,733,3171,2122,20.12728684846393,0.03748015984016959
2019-10-29 16:00:00-07:00,746,708,10085,1123,88,708,7791,2658,20.916449521817704,0.03748015984016959
2019-10-29 15:00:00-07:00,746,706,8843,1124,89,714,9272,2959,21.22082120956771,0.03748015984016959
2019-10-29 14:00:00-07:00,747,697,8926,1125,89,715,9723,3036,21.025650140104375,0.03748015984016959
2019-10-29 13:00:00-07:00,749,623,8448,1126,88,716,9769,2919,20.43333262374403,0.024532295028581796
2019-10-29 12:00:00-07:00,679,634,7967,1127,89,721,9281,2913,19.36141363276412,0.03748015984016959
2019-10-29 11:00:00-07:00,662,624,7529,1126,88,724,9728,2666,17.729132664816728,0.024532295028581796
2019-10-29 10:00:00-07:00,659,682,7765,1125,88,726,9337,2417,15.456077636094136,0.03748015984016959
2019-10-29 09:00:00-07:00,794,812,8967,1126,88,767,7485,2291,12.3120743716378,0.024532295028581796
2019-10-29 08:00:00-07:00,1342,1065,12632,1126,88,771,2784,2118,8.860755421429879,0.03748015984016959
2019-10-29 07:00:00-07:00,1217,1028,14159,1125,88,795,35,2024,7.65523295362937,0.04541744526900899
2019-10-29 06:00:00-07:00,1007,660,12932,1125,88,793,23,2015,7.605587022672192,0.04541744526900899
2019-10-29 05:00:00-07:00,706,601,11673,1126,88,789,23,1648,7.85413343297257,0.04541744526900899
2019-10-29 04:00:00-07:00,654,552,11005,1125,88,749,23,1701,8.397778593109805,0.024532295028581796
2019-10-29 03:00:00-07:00,656,555,10586,1125,88,753,23,1862,8.91658117995716,0.04541744526900899
2019-10-29 02:00:00-07:00,657,614,10293,1125,88,750,23,1827,9.487525496636339,0.05836531008059679
2019-10-29 01:00:00-07:00,671,606,10863,1124,88,758,23,1971,10.526382655801248,0.05836531008059679
2019-10-29 00:00:00-07:00,655,657,11656,1127,88,792,23,1740,11.017322691033435,0.05836531008059679
2019-10-28 23:00:00-07:00,666,718,12864,1127,88,789,23,1548,11.67837841133449,0.05836531008059679
2019-10-28 22:00:00-07:00,881,944,14335,1126,88,788,23,1181,12.735351197547322,0.05813322571133249
2019-10-28 21:00:00-07:00,927,1426,16054,1125,88,789,23,1137,13.486871517099159,0.04518536089974468
2019-10-28 20:00:00-07:00,1111,1628,16437,1125,88,783,24,764,15.03884797348121,0.05813322571133249
2019-10-28 19:00:00-07:00,916,1694,17520,1123,88,784,59,400,15.985139778779812,0.03724807547090528
2019-10-28 18:00:00-07:00,892,1418,16968,1123,89,784,174,175,18.97168853578017,0.03724807547090528
2019-10-28 17:00:00-07:00,679,968,14091,1124,88,771,3299,103,21.294236405815347,0.03748015984016959
2019-10-28 16:00:00-07:00,656,797,11307,1124,88,772,7877,78,22.241066262018286,0.03724807547090528
2019-10-28 15:00:00-07:00,656,783,9473,1125,89,703,9392,150,22.420057667050273,0.038342536496488555
2019-10-28 14:00:00-07:00,657,782,8601,1124,88,696,9697,78,22.085510667168094,0.03857462086575286
2019-10-28 13:00:00-07:00,659,770,8077,1125,88,690,9381,236,21.328247835914272,0.041298558462907656
2019-10-28 12:00:00-07:00,661,770,8008,1127,88,689,9730,345,20.01186171991482,0.02835069365131986
2019-10-28 11:00:00-07:00,661,775,7858,1126,88,690,9934,413,18.554594316414388,0.038721200467393475
2019-10-28 10:00:00-07:00,659,775,8494,1127,88,691,9423,629,16.39113615908584,0.025541251286541375
2019-10-28 09:00:00-07:00,687,857,9438,1128,88,733,7677,751,13.850182885773888,0.038489116098129175
2019-10-28 08:00:00-07:00,999,1201,12447,1127,88,760,2747,849,10.388136309380517,0.02577333565580568
2019-10-28 07:00:00-07:00,998,1231,13167,1126,88,777,28,954,10.201086798431293,0.05937426633855637
2019-10-28 06:00:00-07:00,793,692,11468,1127,88,774,22,1273,10.540425767939949,0.046426401526968565
2019-10-28 05:00:00-07:00,658,639,10378,1127,88,765,22,1160,11.85865170986713,0.04665848589623288
2019-10-28 04:00:00-07:00,656,639,9945,1126,88,733,22,1267,12.377045373087812,0.05937426633855637
2019-10-28 03:00:00-07:00,656,633,9225,1127,88,737,22,1696,13.068763732696155,0.05937426633855637
2019-10-28 02:00:00-07:00,654,617,9050,1127,88,761,22,2056,13.66785964730021,0.05937426633855637
2019-10-28 01:00:00-07:00,653,629,9235,1126,88,772,25,2495,13.953742693476736,0.038721200467393475
2019-10-28 00:00:00-07:00,653,710,9535,1126,88,770,25,2960,14.496544103445121,0.038721200467393475
2019-10-27 23:00:00-07:00,652,887,9996,1127,88,760,25,2937,15.057645825497353,0.038721200467393475
2019-10-27 22:00:00-07:00,698,1334,11845,1124,88,763,25,2688,15.757297498469411,0.038342536496488555
2019-10-27 21:00:00-07:00,765,1439,12928,1123,88,743,25,2194,16.251514214420755,0.03857462086575286
2019-10-27 20:00:00-07:00,867,1689,13299,1123,88,733,25,2076,16.90747105787409,0.03857462086575286
2019-10-27 19:00:00-07:00,901,1668,13235,1121,88,710,35,2538,17.717324365255223,0.03857462086575286
2019-10-27 18:00:00-07:00,894,1338,11668,1122,88,693,113,3002,18.852799890228287,0.03857462086575286
2019-10-27 17:00:00-07:00,683,946,9049,1121,88,672,2286,3000,20.342741599414556,0.03857462086575286
2019-10-27 16:00:00-07:00,654,843,6234,1120,88,621,6763,3007,21.06587133840181,0.03857462086575286
2019-10-27 15:00:00-07:00,654,787,4498,1124,88,613,8581,2584,21.436951776675546,0.03857462086575286
2019-10-27 14:00:00-07:00,653,776,4037,1123,88,593,8976,2539,21.374970193930036,0.03857462086575286
2019-10-27 13:00:00-07:00,652,767,3371,1123,88,585,9430,2503,20.774419582054364,0.03857462086575286
2019-10-27 12:00:00-07:00,654,764,3184,1124,88,585,9215,2449,20.251879789807496,0.03857462086575286
2019-10-27 11:00:00-07:00,657,758,3289,1125,88,582,9227,2321,19.189438309312305,0.03857462086575286
2019-10-27 10:00:00-07:00,657,768,3886,1126,88,588,8414,1930,17.752610356148235,0.03857462086575286
2019-10-27 09:00:00-07:00,657,805,4372,1126,88,596,6570,2658,16.3054377400688,0.025626756054165062
2019-10-27 08:00:00-07:00,657,865,6591,1125,88,643,2756,2907,14.339308234911472,0.03857462086575286
2019-10-27 07:00:00-07:00,658,870,8555,1124,88,657,14,2516,13.738558382290167,0.03857462086575286
2019-10-27 06:00:00-07:00,660,771,8116,1123,88,672,22,2351,14.052645345882546,0.03857462086575286
2019-10-27 05:00:00-07:00,657,764,7866,1123,88,696,22,2382,14.444294711716863,0.025626756054165062
2019-10-27 04:00:00-07:00,658,741,8286,1124,88,708,22,2594,14.761344718762583,0.05945977110618006
2019-10-27 03:00:00-07:00,657,728,8317,1124,88,707,22,2822,15.096952945541036,0.03857462086575286
2019-10-27 02:00:00-07:00,653,707,8715,1124,87,717,22,3078,15.803894736039684,0.03857462086575286
2019-10-27 01:00:00-07:00,653,744,9691,1124,87,711,22,3001,15.961215213546646,0.03857462086575286
2019-10-27 00:00:00-07:00,653,869,10736,1123,88,714,22,2287,16.37013650316102,0.03857462086575286
2019-10-26 23:00:00-07:00,656,992,11859,1127,88,713,22,1809,16.69414581342874,0.03857462086575286
2019-10-26 22:00:00-07:00,649,1404,12102,1129,88,715,22,1862,17.60045090256744,0.03857462086575286
2019-10-26 21:00:00-07:00,750,1519,12909,1115,87,717,22,1958,18.372621689061454,0.03857462086575286
2019-10-26 20:00:00-07:00,825,1781,13938,1110,88,717,22,2147,19.337391447970244,0.03857462086575286
2019-10-26 19:00:00-07:00,965,1720,14848,1111,88,721,112,2302,20.955433039253556,0.03857462086575286
2019-10-26 18:00:00-07:00,922,1069,14884,1124,88,716,261,2370,23.946004335773686,0.037626739441810206
2019-10-26 17:00:00-07:00,656,806,12495,1134,88,720,3794,2544,26.737989400800018,0.03748015984016959
2019-10-26 16:00:00-07:00,652,799,9687,1132,88,678,8505,2222,27.948833554996046,0.03748015984016959
2019-10-26 15:00:00-07:00,653,784,7637,1132,88,670,9852,2197,28.588019870170204,0.024532295028581796
2019-10-26 14:00:00-07:00,654,776,6178,1132,88,642,10153,2028,28.463682442923982,0.024532295028581796
2019-10-26 13:00:00-07:00,653,775,5644,1132,88,633,10160,1739,27.758412125119285,0.03748015984016959
2019-10-26 12:00:00-07:00,654,760,5664,1134,88,647,10101,899,27.045275741639422,0.03748015984016959
2019-10-26 11:00:00-07:00,656,653,5403,1135,88,662,10129,616,25.272774802534062,0.03748015984016959
2019-10-26 10:00:00-07:00,657,688,5490,1134,88,675,9842,358,22.567464872383198,0.03748015984016959
2019-10-26 09:00:00-07:00,658,869,6640,1134,88,682,7999,349,19.125254066072408,0.03748015984016959
2019-10-26 08:00:00-07:00,660,979,9140,1132,88,711,3172,418,14.113104834615934,0.03748015984016959
2019-10-26 07:00:00-07:00,658,1007,10604,1134,88,717,28,881,12.80003840179496,0.03748015984016959
2019-10-26 06:00:00-07:00,659,592,10093,1133,89,718,23,1040,13.187994705476255,0.03748015984016959
2019-10-26 05:00:00-07:00,659,571,9980,1133,88,716,23,1020,13.614882180348841,0.03748015984016959
2019-10-26 04:00:00-07:00,658,566,10268,1131,88,711,23,892,14.112504332668824,0.024532295028581796
2019-10-26 03:00:00-07:00,657,574,10714,1131,88,708,23,762,14.676233157689113,0.024532295028581796
2019-10-26 02:00:00-07:00,667,577,11334,1131,88,715,23,612,15.435904333082906,0.03748015984016959
2019-10-26 01:00:00-07:00,760,572,12065,1133,88,736,24,612,16.27092151617292,0.03748015984016959
2019-10-26 00:00:00-07:00,882,652,14069,1133,88,785,24,625,17.016715618591245,0.03748015984016959
2019-10-25 23:00:00-07:00,1086,780,14969,1131,88,820,24,649,17.909116885622044,0.03748015984016959
2019-10-25 22:00:00-07:00,1353,955,15787,1130,88,835,24,555,18.87700780381275,0.024532295028581796
2019-10-25 21:00:00-07:00,1431,1289,17490,1131,88,833,24,626,20.15015439828497,0.024532295028581796
2019-10-25 20:00:00-07:00,1433,1489,18797,1133,88,836,24,565,21.841422922292843,0.03748015984016959
2019-10-25 19:00:00-07:00,1433,1638,20194,1130,88,845,80,324,23.649105416634256,0.16767094052068496
2019-10-25 18:00:00-07:00,1427,1670,20835,1131,89,843,202,66,26.76046971626509,0.04083194673101836
2019-10-25 17:00:00-07:00,1265,894,18820,1129,88,836,3918,22,29.862633860586005,0.03748015984016959
2019-10-25 16:00:00-07:00,1189,686,15727,1130,89,826,8638,86,31.400947549323238,0.037626739441810206
2019-10-25 15:00:00-07:00,1107,566,14098,1132,88,832,9958,222,31.771394448987767,0.038991639832420426
2019-10-25 14:00:00-07:00,838,551,13169,1131,88,776,10133,367,31.319155396143653,0.03758765154803938
2019-10-25 13:00:00-07:00,702,561,12340,1130,89,714,9964,491,30.52541368420544,0.03913821943406104
2019-10-25 12:00:00-07:00,658,617,11621,1130,88,687,10116,480,29.32641490133966,0.03751436174721907
2019-10-25 11:00:00-07:00,659,533,11095,1130,88,686,9855,600,27.39795610063149,0.03748015984016959
2019-10-25 10:00:00-07:00,659,515,10974,1131,87,685,9426,532,24.663030391480035,0.03748015984016959
2019-10-25 09:00:00-07:00,673,541,11413,1131,88,768,8230,521,20.73992055939012,0.024532295028581796
2019-10-25 08:00:00-07:00,872,912,13317,1133,88,784,3335,598,16.380241248553272,0.03748015984016959
2019-10-25 07:00:00-07:00,761,941,14523,1134,88,783,35,685,15.226477161972829,0.03748015984016959
2019-10-25 06:00:00-07:00,659,392,13555,1135,88,787,23,654,16.09078704306623,0.024532295028581796
2019-10-25 05:00:00-07:00,661,365,12892,1134,88,779,23,628,16.730155333103212,0.03748015984016959
2019-10-25 04:00:00-07:00,672,376,12447,1132,88,779,23,631,17.703508523015696,0.03748015984016959
2019-10-25 03:00:00-07:00,682,381,12303,1132,88,772,23,555,18.171698230868643,0.024532295028581796
2019-10-25 02:00:00-07:00,678,388,12752,1132,88,776,23,600,19.259578646266934,0.03748015984016959
2019-10-25 01:00:00-07:00,854,384,13197,1131,88,774,24,638,19.921584600702555,0.03748015984016959
2019-10-25 00:00:00-07:00,897,400,14390,1133,88,759,24,658,21.279207521980144,0.03748015984016959
2019-10-24 23:00:00-07:00,1081,511,15989,1135,88,820,24,660,21.531705212288575,0.03748015984016959
2019-10-24 22:00:00-07:00,1080,1001,17825,1133,88,839,24,711,22.431142053645758,0.03748015984016959
2019-10-24 21:00:00-07:00,1081,1143,19340,1131,88,845,24,696,23.414490674937564,0.03748015984016959
2019-10-24 20:00:00-07:00,1079,1386,20550,1132,88,817,24,746,24.800634302219336,0.03748015984016959
2019-10-24 19:00:00-07:00,1042,1625,22089,1132,88,863,90,910,26.18268774492883,0.03748015984016959
2019-10-24 18:00:00-07:00,1035,1769,21852,1133,89,851,222,970,29.035815668733658,0.024532295028581796
2019-10-24 17:00:00-07:00,912,1043,20029,1133,88,839,3925,1127,31.637876885825097,0.03748015984016959
2019-10-24 16:00:00-07:00,1024,762,17095,1132,88,837,8097,1159,32.44866103002314,0.024532295028581796
2019-10-24 15:00:00-07:00,1096,744,14472,1132,89,840,9314,1164,32.534298539056635,0.03748015984016959
2019-10-24 14:00:00-07:00,1024,603,13224,1131,88,828,9832,1301,32.061741632689866,0.024532295028581796
2019-10-24 13:00:00-07:00,847,763,11646,1134,88,773,9548,1515,31.497336316473437,0.03748015984016959
2019-10-24 12:00:00-07:00,760,522,10416,1133,88,701,9739,1505,30.303389637353042,0.03748015984016959
2019-10-24 11:00:00-07:00,659,525,9990,1133,88,692,9775,1663,28.620190462117954,0.024532295028581796
2019-10-24 10:00:00-07:00,660,509,9647,1133,88,686,9625,1561,26.399432856504703,0.03748015984016959
2019-10-24 09:00:00-07:00,791,534,9932,1136,88,761,8221,1517,22.843972567970923,0.03748015984016959
2019-10-24 08:00:00-07:00,1129,928,12485,1136,88,789,3247,1702,18.054423579736135,0.024532295028581796
2019-10-24 07:00:00-07:00,1045,913,13457,1134,88,779,40,1688,17.296217689699283,0.03748015984016959
2019-10-24 06:00:00-07:00,689,454,12052,1134,88,780,23,1678,16.866984011700712,0.024532295028581796
2019-10-24 05:00:00-07:00,657,376,10922,1135,88,784,23,1696,17.240328306158506,0.03748015984016959
2019-10-24 04:00:00-07:00,656,367,10766,1134,88,776,23,1799,16.889381580397306,0.024532295028581796
2019-10-24 03:00:00-07:00,659,383,10796,1134,88,758,23,1786,17.051335306300636,0.03748015984016959
2019-10-24 02:00:00-07:00,678,380,11123,1132,88,785,23,1840,18.013780000609152,0.03748015984016959
2019-10-24 01:00:00-07:00,751,386,12089,1134,88,786,25,1833,18.552269386180434,0.03748015984016959
2019-10-24 00:00:00-07:00,775,364,13421,1136,88,803,25,1604,18.914766238908406,0.03748015984016959
2019-10-23 23:00:00-07:00,1020,503,14337,1136,88,826,25,1587,19.50983966679527,0.03748015984016959
2019-10-23 22:00:00-07:00,1138,647,16182,1133,88,820,25,1629,20.605663922110097,0.03748015984016959
2019-10-23 21:00:00-07:00,1349,1012,17415,1133,88,821,25,1575,21.353133794594815,0.03748015984016959
2019-10-23 20:00:00-07:00,1542,1261,18331,1133,88,825,25,1636,22.557067859245876,0.03748015984016959
2019-10-23 19:00:00-07:00,1693,1392,19577,1135,89,811,81,1418,23.664582935694128,0.03748015984016959
2019-10-23 18:00:00-07:00,1729,1386,19922,1134,88,808,211,939,26.02720626307133,0.03748015984016959
2019-10-23 17:00:00-07:00,1514,955,19000,1134,88,802,3826,934,28.413650378687894,0.03748015984016959
2019-10-23 16:00:00-07:00,1196,696,16141,1134,89,796,8347,1040,29.367565711994153,0.03748015984016959
2019-10-23 15:00:00-07:00,1142,625,14152,1134,89,790,9890,772,29.78409977867571,0.03748015984016959
2019-10-23 14:00:00-07:00,1029,541,13231,1134,89,776,10008,867,29.647828205924487,0.024532295028581796
2019-10-23 13:00:00-07:00,773,541,12255,1135,84,739,9823,927,29.194906292513558,0.03748015984016959
2019-10-23 12:00:00-07:00,659,522,11374,1135,88,709,10078,1055,28.08207933156003,0.03748015984016959
2019-10-23 11:00:00-07:00,660,510,10929,1135,88,684,9859,1013,26.406795772502996,0.03748015984016959
2019-10-23 10:00:00-07:00,661,507,10417,1134,88,675,9628,511,23.81972541398275,0.024532295028581796
2019-10-23 09:00:00-07:00,677,541,10432,1134,88,721,7992,323,20.440660368738452,0.03748015984016959
2019-10-23 08:00:00-07:00,893,977,13890,1135,88,757,3318,271,15.636844575590608,0.04541744526900899
2019-10-23 07:00:00-07:00,862,965,15293,1134,88,755,49,216,14.400428260469122,0.05836531008059679
2019-10-23 06:00:00-07:00,664,391,13424,1135,86,768,23,257,14.382435667433587,0.04541744526900899
2019-10-23 05:00:00-07:00,657,355,12456,1136,88,751,23,325,14.662863662206341,0.03748015984016959
2019-10-23 04:00:00-07:00,656,353,11759,1134,88,749,23,466,14.976226696252368,0.024532295028581796
2019-10-23 03:00:00-07:00,655,345,11669,1134,88,747,23,593,15.414141004578104,0.024532295028581796
2019-10-23 02:00:00-07:00,656,346,11876,1136,88,745,23,655,16.39872040549047,0.03748015984016959
2019-10-23 01:00:00-07:00,824,359,12296,1133,88,788,26,480,16.891793031330586,0.03748015984016959
2019-10-23 00:00:00-07:00,945,378,13083,1134,89,810,26,429,17.762807925034014,0.03748015984016959
2019-10-22 23:00:00-07:00,1156,446,13804,1134,88,813,26,435,18.377739497248676,0.03748015984016959
2019-10-22 22:00:00-07:00,1485,873,15726,1134,88,801,26,407,19.530511805896438,0.024532295028581796
2019-10-22 21:00:00-07:00,1679,989,17228,1133,88,763,26,403,20.762163304048165,0.024532295028581796
2019-10-22 20:00:00-07:00,1719,1372,18881,1132,88,775,26,476,22.36704468618652,0.03748015984016959
2019-10-22 19:00:00-07:00,1786,1595,21220,1132,88,741,134,477,24.139561082458528,0.03748015984016959
2019-10-22 18:00:00-07:00,1790,1452,21663,1133,89,788,272,417,27.173373120423154,0.024532295028581796
2019-10-22 17:00:00-07:00,1743,901,18944,1134,88,794,4311,235,29.748215775954844,0.03748015984016959
2019-10-22 16:00:00-07:00,1512,1028,15623,1132,88,781,8150,183,30.75550379195517,0.03748015984016959
2019-10-22 15:00:00-07:00,1438,899,13670,1132,88,762,9808,197,30.8508279355926,0.03748015984016959
2019-10-22 14:00:00-07:00,1207,719,13036,1132,88,751,9823,219,30.601532797620255,0.03748015984016959
2019-10-22 13:00:00-07:00,936,923,12587,1134,88,725,9369,263,30.45833463623627,0.03748015984016959
2019-10-22 12:00:00-07:00,765,858,10451,1134,89,676,10166,364,29.27403873682715,0.03748015984016959
2019-10-22 11:00:00-07:00,654,668,9964,1135,88,689,10049,372,27.342266949582733,0.03748015984016959
2019-10-22 10:00:00-07:00,655,655,9596,1134,89,696,9911,356,24.268279533594594,0.03748015984016959
2019-10-22 09:00:00-07:00,695,685,9764,1134,88,733,8069,392,20.431296970638034,0.024532295028581796
2019-10-22 08:00:00-07:00,900,1141,12249,1134,88,791,3483,465,15.882184765172894,0.03748015984016959
2019-10-22 07:00:00-07:00,847,1111,13837,1134,88,786,59,461,14.156383352961482,0.03748015984016959
2019-10-22 06:00:00-07:00,657,609,12163,1136,88,780,23,536,13.947852418323217,0.03748015984016959
2019-10-22 05:00:00-07:00,652,566,11434,1136,88,727,23,812,14.082696998687677,0.024532295028581796
2019-10-22 04:00:00-07:00,652,565,11039,1135,88,720,23,622,14.829824590347016,0.03748015984016959
2019-10-22 03:00:00-07:00,654,563,11398,1134,88,746,23,394,15.347970607976121,0.024532295028581796
2019-10-22 02:00:00-07:00,658,566,11966,1132,88,754,23,298,16.24470405490467,0.03748015984016959
2019-10-22 01:00:00-07:00,831,597,12237,1136,88,756,25,207,17.07912957623505,0.03748015984016959
2019-10-22 00:00:00-07:00,984,677,13069,1138,88,784,25,252,18.165047006030584,0.03748015984016959
2019-10-21 23:00:00-07:00,1077,628,14480,1137,88,798,25,339,19.05071935470771,0.03748015984016959
2019-10-21 22:00:00-07:00,1392,804,16191,1135,88,810,25,315,19.69305046802981,0.03748015984016959
2019-10-21 21:00:00-07:00,1500,1167,17082,1135,88,802,25,396,20.55588343868648,0.024532295028581796
2019-10-21 20:00:00-07:00,1725,1330,17891,1134,88,818,25,458,22.13259330138683,0.03748015984016959
2019-10-21 19:00:00-07:00,1764,1706,18869,1133,89,833,117,436,23.950173023817744,0.03748015984016959
2019-10-21 18:00:00-07:00,1793,1521,18810,1136,88,836,266,392,26.821609880403667,0.03748015984016959
2019-10-21 17:00:00-07:00,1708,814,16065,1134,88,789,4336,550,29.019899997969507,0.03748015984016959
2019-10-21 16:00:00-07:00,1275,666,13642,1134,88,799,8492,989,29.63206001644704,0.03748015984016959
2019-10-21 15:00:00-07:00,843,728,12389,1134,88,795,9802,1022,29.67835420542078,0.05836531008059679
2019-10-21 14:00:00-07:00,667,729,11478,1135,89,771,9910,1166,29.107556752421377,0.03748015984016959
2019-10-21 13:00:00-07:00,660,765,10634,1136,88,770,10098,1014,28.387522139186366,0.024532295028581796
2019-10-21 12:00:00-07:00,661,762,9683,1137,88,713,10024,947,27.388311085621552,0.024532295028581796
2019-10-21 11:00:00-07:00,660,610,9540,1137,87,682,9886,466,25.699366484598674,0.03748015984016959
2019-10-21 10:00:00-07:00,656,619,9365,1138,88,683,9359,371,22.52914510954537,0.03748015984016959
2019-10-21 09:00:00-07:00,684,721,10112,1137,87,741,7922,271,19.19003878251335,0.03748015984016959
2019-10-21 08:00:00-07:00,899,1063,12165,1138,87,793,3170,324,14.832705587930718,0.03748015984016959
2019-10-21 07:00:00-07:00,876,1154,12698,1137,88,797,88,357,13.443362987065727,0.03748015984016959
2019-10-21 06:00:00-07:00,694,726,12025,1137,88,791,22,420,13.41832869702938,0.03748015984016959
2019-10-21 05:00:00-07:00,655,684,10870,1137,88,786,22,438,13.683683294431145,0.024532295028581796
2019-10-21 04:00:00-07:00,655,677,10193,1136,88,762,22,351,13.996342438425149,0.03748015984016959
2019-10-21 03:00:00-07:00,654,668,9734,1135,88,756,22,484,14.477872647160348,0.03748015984016959
2019-10-21 02:00:00-07:00,654,685,9779,1135,88,758,22,544,14.90963907896607,0.03748015984016959
2019-10-21 01:00:00-07:00,653,689,9912,1134,88,792,24,700,15.812328473674592,0.03748015984016959
2019-10-21 00:00:00-07:00,654,814,11166,1135,88,791,24,858,16.289974644155212,0.03748015984016959
2019-10-20 23:00:00-07:00,851,1051,11753,1136,88,787,24,838,16.866937475887838,0.03748015984016959
2019-10-20 22:00:00-07:00,1145,1391,12708,1136,88,785,24,1108,17.84192549594916,0.03748015984016959
2019-10-20 21:00:00-07:00,1261,1388,13005,1136,88,773,24,1564,18.7892933359053,0.03748015984016959
2019-10-20 20:00:00-07:00,1339,1541,13708,1135,88,776,24,1764,20.129451429029384,0.024532295028581796
2019-10-20 19:00:00-07:00,1529,1457,14231,1135,88,779,336,1921,21.612078976222868,0.03748015984016959
2019-10-20 18:00:00-07:00,1469,1417,13922,1136,88,783,494,1971,23.631953973684745,0.03748015984016959
2019-10-20 17:00:00-07:00,862,986,10946,1136,88,741,4497,1500,26.084916927247253,0.03748015984016959
2019-10-20 16:00:00-07:00,657,776,7937,1137,88,729,8909,1226,26.288666800341126,0.03748015984016959
2019-10-20 15:00:00-07:00,658,768,6196,1138,88,723,10203,1019,26.06061255050864,0.03748015984016959
2019-10-20 14:00:00-07:00,658,782,5383,1138,88,696,10406,790,25.565763797234464,0.03748015984016959
2019-10-20 13:00:00-07:00,657,784,4779,1137,88,692,10459,702,24.937413297731936,0.03748015984016959
2019-10-20 12:00:00-07:00,658,732,4280,1138,88,668,10259,702,23.658066864301816,0.03748015984016959
2019-10-20 11:00:00-07:00,659,703,4075,1139,88,643,10474,1009,21.773746091291194,0.03748015984016959
2019-10-20 10:00:00-07:00,659,672,4091,1137,88,673,9768,1744,19.45628177729497,0.03748015984016959
2019-10-20 09:00:00-07:00,659,645,4526,1139,87,724,7754,1931,16.649299234645323,0.024532295028581796
2019-10-20 08:00:00-07:00,658,938,6495,1138,88,785,3493,2208,13.8271063944604,0.05836531008059679
2019-10-20 07:00:00-07:00,659,1045,7695,1137,88,795,77,2394,12.729612471883003,0.05836531008059679
2019-10-20 06:00:00-07:00,659,732,7426,1138,88,793,23,2403,12.845799330950884,0.03748015984016959
2019-10-20 05:00:00-07:00,660,720,7465,1137,88,789,23,2777,13.283011229876882,0.024532295028581796
2019-10-20 04:00:00-07:00,659,723,7642,1136,88,757,23,2546,13.630779888931759,0.03748015984016959
2019-10-20 03:00:00-07:00,657,710,7415,1137,88,759,23,2584,14.218153718857236,0.03748015984016959
2019-10-20 02:00:00-07:00,655,715,7681,1136,88,760,23,2565,14.21076075148734,0.03748015984016959
2019-10-20 01:00:00-07:00,654,726,8176,1136,84,758,24,2708,14.505429365911242,0.03973748570543508
2019-10-20 00:00:00-07:00,713,768,9021,1136,59,792,24,3014,15.452982178947344,0.05836531008059679
2019-10-19 23:00:00-07:00,905,888,10061,1135,39,796,24,2627,15.828634743852671,0.03748015984016959
2019-10-19 22:00:00-07:00,871,1305,10934,1134,39,796,24,2704,16.30993040467827,0.03748015984016959
2019-10-19 21:00:00-07:00,806,1477,11645,1134,39,793,24,2840,16.879984365164773,0.03748015984016959
2019-10-19 20:00:00-07:00,805,1774,12012,1133,88,797,24,2911,17.72568651140125,0.03748015984016959
2019-10-19 19:00:00-07:00,786,1871,12475,1134,88,779,219,2742,19.018378748807084,0.03748015984016959
2019-10-19 18:00:00-07:00,724,1827,11384,1134,88,779,380,2646,21.09870515812989,0.024532295028581796
2019-10-19 17:00:00-07:00,658,1064,8276,1134,88,787,4388,2431,22.56383148172265,0.024532295028581796
2019-10-19 16:00:00-07:00,659,824,6147,1133,88,752,7804,2744,23.40269677328872,0.024532295028581796
2019-10-19 15:00:00-07:00,658,655,4145,1135,88,752,9397,2987,23.474523256163412,0.024532295028581796
2019-10-19 14:00:00-07:00,654,659,3461,1136,88,750,10152,3583,23.31352225939914,0.024532295028581796
2019-10-19 13:00:00-07:00,655,650,3485,1136,88,742,9658,2296,22.99177219334403,0.03748015984016959
2019-10-19 12:00:00-07:00,656,658,3282,1137,88,685,10191,2706,21.78788046457796,0.03748015984016959
2019-10-19 11:00:00-07:00,657,548,4337,1136,87,670,10002,1930,20.477188750025384,0.03748015984016959
2019-10-19 10:00:00-07:00,659,696,3775,1137,88,687,9587,1713,18.27559996142054,0.03748015984016959
2019-10-19 09:00:00-07:00,659,803,4847,1137,88,734,8389,2094,15.604817331316376,0.03748015984016959
2019-10-19 08:00:00-07:00,658,1093,7403,1135,88,790,3622,2706,12.709322194359277,0.03748015984016959
2019-10-19 07:00:00-07:00,657,1180,8956,1135,88,797,101,2833,11.557379033076815,0.03748015984016959
2019-10-19 06:00:00-07:00,657,763,8852,1137,88,798,23,2639,11.488511866002826,0.024532295028581796
