time,weighedTemp_wind,totalCap_wind,capUnc_wind,totalStation_wind,stationUnc_wind
2019-12-30 23:00:00-08:00,5.584304174625339,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 22:00:00-08:00,4.966649231530821,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 21:00:00-08:00,5.225348663799209,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 20:00:00-08:00,4.917163490202856,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 19:00:00-08:00,6.186430015831728,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 18:00:00-08:00,7.006701941682581,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 17:00:00-08:00,8.908223001614305,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 16:00:00-08:00,11.016713445758825,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 15:00:00-08:00,11.45150790574441,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 14:00:00-08:00,11.455947482880095,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 13:00:00-08:00,10.555078683834047,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 12:00:00-08:00,9.275308422882993,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 11:00:00-08:00,8.736946920908307,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 10:00:00-08:00,7.201443847187259,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 09:00:00-08:00,6.402517353408647,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 08:00:00-08:00,3.8475663196763277,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 07:00:00-08:00,3.4020637285349333,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 06:00:00-08:00,3.5178185531639308,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 05:00:00-08:00,4.334289152387757,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 04:00:00-08:00,4.334987180505026,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 03:00:00-08:00,4.524203860325881,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 02:00:00-08:00,4.646380107755365,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 01:00:00-08:00,4.861000091845804,12215.330000000002,0.47411899637586535,125,0.056
2019-12-30 00:00:00-08:00,5.727942762939749,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 23:00:00-08:00,5.782273292640971,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 22:00:00-08:00,5.054115392578547,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 21:00:00-08:00,5.178357859276661,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 20:00:00-08:00,5.225093207924893,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 19:00:00-08:00,5.411414098486723,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 18:00:00-08:00,5.66622642948655,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 17:00:00-08:00,7.083178985679835,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 16:00:00-08:00,8.624345365133774,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 15:00:00-08:00,9.224233593459331,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 14:00:00-08:00,9.581321832370508,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 13:00:00-08:00,9.093089770712394,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 12:00:00-08:00,8.351474125168705,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 11:00:00-08:00,7.52250050998083,12215.330000000002,0.47428272506759944,125,0.072
2019-12-29 10:00:00-08:00,7.333679856658273,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 09:00:00-08:00,4.69305941489552,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 08:00:00-08:00,2.3139384570838804,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 07:00:00-08:00,0.7322657426044668,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 06:00:00-08:00,0.36688207841714393,12215.330000000002,0.47428272506759944,125,0.072
2019-12-29 05:00:00-08:00,0.21129407625692528,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 04:00:00-08:00,0.8640292910282215,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 03:00:00-08:00,0.9639688907361827,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 02:00:00-08:00,0.9691145908736402,12215.330000000002,0.47411899637586535,125,0.056
2019-12-29 01:00:00-08:00,1.0094878235263889,12215.330000000002,0.47428272506759944,125,0.072
2019-12-29 00:00:00-08:00,1.1423597522342661,12215.330000000002,0.47411899637586535,125,0.056
2019-12-28 23:00:00-08:00,1.5450606415818646,12215.330000000002,0.47411899637586535,125,0.056
2019-12-28 22:00:00-08:00,1.9032285290284203,12215.330000000002,0.47428272506759944,125,0.072
2019-12-28 21:00:00-08:00,2.681526695216701,12215.330000000002,0.47411899637586535,125,0.056
2019-12-28 20:00:00-08:00,3.0586835538410995,12215.330000000002,0.47411899637586535,125,0.056
2019-12-28 19:00:00-08:00,3.3589497505673176,12215.330000000002,0.4743842368564746,125,0.064
2019-12-28 18:00:00-08:00,4.984850098978752,12215.330000000002,0.4743842368564746,125,0.064
2019-12-28 17:00:00-08:00,8.184117992281836,12215.330000000002,0.47411899637586535,125,0.056
2019-12-28 16:00:00-08:00,10.73376500861638,12215.330000000002,0.47411899637586535,125,0.056
2019-12-28 15:00:00-08:00,10.907103728161326,12215.330000000002,0.47411899637586535,125,0.056
