Time,coal_MWh,hydro_MWh,natural_gas_MWh,nuclear_MWh,oil_MWh,other_MWh,solar_MWh,wind_MWh
20220309T00-08,286,1656,9340,2220,46,810,-1,2832
20220308T23-08,284,2064,10130,2220,44,825,-1,2489
20220308T22-08,284,2449,11162,2221,46,1034,7,1948
20220308T21-08,284,3083,11160,2220,46,1461,7,1974
20220308T20-08,285,3582,12200,2219,46,1488,11,2060
20220308T19-08,284,4138,12397,2221,46,1509,9,1943
20220308T18-08,286,3678,12345,2223,46,1489,98,1330
20220308T17-08,286,2197,9322,2224,46,1136,3958,1089
20220308T16-08,286,1224,7441,2222,46,673,9368,700
20220308T15-08,282,1015,6014,2221,46,656,11991,441
20220308T14-08,282,1103,5431,2222,46,655,12408,263
20220308T13-08,284,944,5270,2221,46,658,13350,294
20220308T12-08,284,1066,5297,2221,46,652,13431,417
20220308T11-08,283,1130,5199,2219,46,644,13533,551
20220308T10-08,284,1141,5550,2221,46,715,13882,561
20220308T09-08,284,1423,4964,2223,46,734,12934,533
20220308T08-08,283,1645,6697,2230,46,834,11193,540
20220308T07-08,283,2066,10137,2229,46,1114,4329,564
20220308T06-08,284,2469,11622,2229,46,1271,0,676
20220308T05-08,285,2517,10320,2232,46,836,0,731
20220308T04-08,284,2083,9174,2231,46,753,0,819
20220308T03-08,283,1850,9423,2231,46,733,0,888
20220308T02-08,283,1865,9136,2229,46,736,0,899
20220308T01-08,283,2069,9900,2231,46,746,0,912
20220308T00-08,284,2121,10614,2233,46,877,0,973
20220307T23-08,284,2220,10820,2230,46,864,0,787
20220307T22-08,283,2639,11797,2230,46,1066,8,852
20220307T21-08,283,3488,12680,2230,46,1193,8,871
20220307T20-08,285,3814,12651,2230,46,1461,8,936
20220307T19-08,285,4182,12811,2231,46,1525,11,979
20220307T18-08,284,3512,12351,2230,46,1476,177,1288
20220307T17-08,286,2128,8793,2232,46,1186,3758,1459
20220307T16-08,283,1256,6799,2233,46,658,8216,1770
20220307T15-08,284,969,5878,2255,46,997,10613,1894
20220307T14-08,284,995,5438,2254,46,669,11313,1869
20220307T13-08,286,955,5324,2257,46,652,11384,2160
20220307T12-08,284,1006,5327,2259,46,649,11791,2306
20220307T11-08,285,1050,5418,2257,46,643,11718,2694
20220307T10-08,282,994,5466,2258,46,647,13013,2683
20220307T09-08,282,1255,5251,2261,46,763,13102,2455
20220307T08-08,283,1688,6276,2261,46,846,10705,2056
20220307T07-08,283,2344,9317,2263,46,969,4006,1891
20220307T06-08,284,2718,10023,2262,46,1130,0,1908
20220307T05-08,282,2335,9101,2264,46,785,0,1539
20220307T04-08,272,2032,8436,2265,46,769,0,1363
20220307T03-08,220,2175,7709,2266,46,774,0,1794
20220307T02-08,285,2175,7862,2265,46,766,0,1809
20220307T01-08,284,2076,7650,2266,46,765,0,2252
20220307T00-08,285,2289,7842,2266,46,942,0,2310
20220306T23-08,284,2501,8310,2266,46,880,-6,2627
20220306T22-08,283,2579,9493,2264,46,927,-6,2922
20220306T21-08,282,2896,9969,2267,46,1681,-2,2825
20220306T20-08,283,3268,10027,2265,46,1551,44,2980
20220306T19-08,284,3681,9430,2266,46,1940,39,2988
20220306T18-08,284,3076,9057,2268,46,1684,80,3070
20220306T17-08,285,1934,6591,2270,46,916,3546,3213
20220306T16-08,282,1224,5215,2271,46,986,8068,3064
20220306T15-08,281,1204,3508,2272,46,980,8317,2847
20220306T14-08,281,1000,3758,2272,46,661,9336,2464
20220306T13-08,282,1009,4244,2273,46,953,9819,2032
20220306T12-08,284,1098,4341,2273,46,708,10305,1582
20220306T11-08,286,1129,4270,2274,46,723,10433,1593
20220306T10-08,288,1145,4660,2273,46,639,10655,1845
20220306T09-08,287,1320,4606,2274,46,828,10638,2131
20220306T08-08,288,1446,4267,2273,46,893,8791,2601
20220306T07-08,290,1986,5080,2272,46,1242,3791,2591
20220306T06-08,290,2022,7832,2272,46,1133,0,2987
20220306T05-08,288,1984,7013,2275,46,867,0,3333
20220306T04-08,288,1842,6685,2273,46,706,0,3730
20220306T03-08,289,1739,6747,2275,46,682,0,3761
20220306T02-08,289,1753,7029,2274,46,685,0,3819
20220306T01-08,289,1733,7192,2277,46,900,0,3802
20220306T00-08,289,1788,7299,2273,45,846,0,4061
20220305T23-08,286,1831,7446,2275,46,1016,-3,4261
20220305T22-08,288,2103,8190,2274,46,1106,-3,4119
20220305T21-08,286,3036,7745,2274,46,1443,41,4060
20220305T20-08,285,3249,7215,2274,46,1615,9,4148
20220305T19-08,285,3732,7405,2274,46,1631,5,3842
20220305T18-08,286,3570,7471,2275,46,1488,1677,3661
20220305T17-08,286,2194,6945,2275,46,866,2229,3458
20220305T16-08,286,1741,5307,2275,47,737,6934,3829
20220305T15-08,286,1414,4290,2276,46,916,7394,3674
20220305T14-08,284,1275,4088,2274,46,895,7516,3863
20220305T13-08,284,1223,3996,2274,46,941,7690,3715
20220305T12-08,284,1215,4017,2276,46,692,8064,4053
20220305T11-08,289,1342,4227,2276,46,712,8287,4113
20220305T10-08,288,1417,4705,2273,46,951,8001,4047
20220305T09-08,288,1367,4544,2274,46,881,9175,4119
20220305T08-08,289,1796,4812,2274,46,892,7865,3890
20220305T07-08,288,2614,5282,2273,46,1043,2775,3915
20220305T06-08,286,2373,5360,2272,46,956,48,3816
20220305T05-08,286,2153,5727,2273,46,874,39,4139
20220305T04-08,287,1362,5532,2272,46,763,39,4479
20220305T03-08,285,1233,5433,2273,46,744,40,5025
20220305T02-08,284,1216,5558,2272,46,847,40,5174
20220305T01-08,286,1283,6088,2270,46,715,45,5136
20220305T00-08,290,1300,7032,2270,46,888,45,5180
20220304T23-08,291,1443,7785,2272,44,889,40,4406
20220304T22-08,285,2346,8144,2269,46,943,73,4102
20220304T21-08,284,2899,8221,2271,46,960,8,3829
20220304T20-08,283,3238,8364,2270,46,983,8,4439
20220304T19-08,282,3849,8806,2271,46,1017,6,4380
20220304T18-08,283,3631,8245,2270,46,908,1776,4286
20220304T17-08,284,2378,6968,2270,46,728,2128,4467
20220304T16-08,282,1375,6908,2269,46,792,5909,5143
20220304T15-08,282,1228,5501,2269,46,788,7401,5864
20220304T14-08,281,1427,5134,2269,45,831,7477,5426
20220304T13-08,283,1280,5794,2269,45,881,7452,5374
20220304T12-08,284,1117,6148,2270,46,617,7607,5279
20220304T11-08,284,1381,6673,2269,46,966,6602,5105
20220304T10-08,285,1347,6768,2270,46,999,5553,4527
20220304T09-08,284,1414,7470,2271,46,1077,4742,3893
20220304T08-08,286,2124,7801,2271,46,1091,3191,3764
20220304T07-08,287,2732,7551,2271,46,957,1089,3553
20220304T06-08,286,2579,6938,2272,46,724,48,3366
20220304T05-08,288,1864,6836,2273,46,679,39,2588
20220304T04-08,288,1219,6704,2272,46,674,39,2442
20220304T03-08,287,1166,6877,2273,46,650,40,2454
20220304T02-08,288,1192,7098,2273,46,694,40,2592
20220304T01-08,289,1196,7362,2272,46,702,45,2763
20220304T00-08,288,1261,7691,2273,46,774,45,2637
20220303T23-08,288,1553,8153,2274,46,787,40,2375
20220303T22-08,285,2154,9420,2272,46,912,73,2161
20220303T21-08,284,2901,10322,2272,46,955,84,1887
20220303T20-08,279,3090,10642,2272,46,1333,83,2124
20220303T19-08,438,3767,11040,2274,46,1541,85,1812
20220303T18-08,615,3572,10768,2270,46,1446,80,2058
20220303T17-08,617,2918,9179,2270,46,1130,1395,2153
20220303T16-08,618,2188,7428,2271,46,585,6395,2104
20220303T15-08,577,1295,6725,2271,46,583,9201,2059
20220303T14-08,381,1200,5758,2269,46,576,9719,2001
20220303T13-08,287,1073,6302,2272,45,569,9767,1881
20220303T12-08,287,1117,6683,2273,46,566,9942,1424
20220303T11-08,287,1244,6508,2274,46,572,9489,1009
20220303T10-08,288,1403,6777,2274,46,570,10370,711
20220303T09-08,286,1495,6709,2273,46,605,9698,692
20220303T08-08,286,1243,6957,2272,46,725,7807,567
20220303T07-08,284,1853,8987,2273,46,748,2607,720
20220303T06-08,283,2588,9488,2270,46,982,1,645
20220303T05-08,285,2000,8595,2272,46,855,-2,665
20220303T04-08,283,1211,8290,2272,46,699,-3,739
20220303T03-08,284,1118,7654,2273,46,692,-2,796
20220303T02-08,284,1160,7740,2271,46,704,-2,969
20220303T01-08,285,1181,8342,2273,46,707,-2,797
20220303T00-08,285,1303,9216,2273,46,764,-2,737
20220302T23-08,286,1544,9885,2273,46,767,6,762
20220302T22-08,284,1908,10712,2273,45,950,8,889
20220302T21-08,285,2689,11132,2272,46,1213,12,872
20220302T20-08,284,3043,11460,2271,46,1445,91,798
20220302T19-08,284,3390,12026,2273,46,1664,91,643
20220302T18-08,284,3498,12191,2271,46,1473,73,585
20220302T17-08,286,2661,10188,2272,46,1246,2208,439
20220302T16-08,286,1719,7713,2273,46,677,8051,408
20220302T15-08,287,1070,6444,2271,46,596,11066,504
20220302T14-08,288,1096,5604,2273,46,585,12250,515
20220302T13-08,287,1107,5638,2270,46,582,12121,479
20220302T12-08,287,1177,5323,2271,46,595,12547,432
20220302T11-08,287,1122,5553,2273,46,599,12468,382
20220302T10-08,287,1149,5491,2272,46,742,12662,390
20220302T09-08,285,1282,5357,2275,46,883,11885,375
20220302T08-08,284,1367,6707,2275,46,962,8641,351
20220302T07-08,284,2074,9164,2274,46,953,2676,379
20220302T06-08,284,2589,10457,2272,46,965,0,392
20220302T05-08,285,1840,10049,2275,46,822,0,420
20220302T04-08,286,1212,9253,2275,46,723,0,463
20220302T03-08,287,1190,9105,2275,46,720,0,656
20220302T02-08,288,1186,9315,2274,46,719,0,730
20220302T01-08,289,1247,9924,2274,46,977,0,752
20220302T00-08,289,1441,10557,2275,46,972,0,749
20220301T23-08,283,1539,11289,2276,46,1263,-2,907
20220301T22-08,279,2208,11549,2278,46,808,-2,959
20220301T21-08,275,2663,11470,2274,46,1256,-2,1129
20220301T20-08,275,3212,11986,2273,46,1376,-3,1161
20220301T19-08,275,3598,12273,2274,46,1548,-6,1065
20220301T18-08,277,3328,12822,2274,46,1450,32,826
20220301T17-08,280,2410,10137,2273,46,984,2873,1048
20220301T16-08,279,1317,7869,2272,46,846,9079,571
20220301T15-08,276,1328,5309,2272,46,831,10963,419
20220301T14-08,277,1007,5033,2270,46,586,12177,467
20220301T13-08,278,1183,4734,2270,46,582,12535,564
20220301T12-08,278,1059,4489,2273,46,595,12705,554
20220301T11-08,277,1251,4269,2273,46,737,12607,521
20220301T10-08,277,1160,4162,2274,46,742,12695,506
20220301T09-08,277,1142,4571,2274,46,897,12376,621
20220301T08-08,276,1463,6237,2275,46,998,9928,575
20220301T07-08,275,2226,9086,2275,46,1179,3028,840
20220301T06-08,277,2764,9516,2275,46,1043,0,776
20220301T05-08,279,2138,9047,2274,46,822,0,1001
20220301T04-08,279,1408,8697,2275,46,773,0,1028
20220301T03-08,279,1349,8570,2275,46,730,0,946
20220301T02-08,279,1303,8692,2275,46,726,0,996
20220301T01-08,277,1344,8661,2274,46,727,0,1319
20220301T00-08,276,1690,8519,2275,46,803,13,1684
20220228T23-08,277,1892,9470,2275,46,806,13,1570
20220228T22-08,277,2349,10314,2274,46,835,46,1534
20220228T21-08,278,2936,10812,2274,46,1105,116,1796
20220228T20-08,278,3042,11484,2274,46,1459,117,1918
20220228T19-08,278,3538,12156,2273,46,1507,116,1383
20220228T18-08,280,3073,12406,2276,46,1622,141,898
20220228T17-08,281,2665,9272,2274,46,1494,2893,822
20220228T16-08,279,1537,7010,2273,46,877,8623,662
20220228T15-08,279,1022,5169,2272,46,789,12459,584
20220228T14-08,279,976,4999,2271,46,597,12605,658
20220228T13-08,282,917,5051,2270,46,566,12234,897
20220228T12-08,280,944,4837,2274,46,585,12471,1178
20220228T11-08,284,969,4960,2271,46,602,12446,1241
20220228T10-08,280,1053,5011,2272,46,598,12480,1034
20220228T09-08,279,1174,5066,2271,46,755,12461,751
20220228T08-08,279,1533,6093,2274,46,862,9767,941
20220228T07-08,281,2470,8791,2273,46,988,2594,1211
20220228T06-08,287,2775,9262,2273,46,986,0,1134
20220228T05-08,289,2381,8015,2273,46,887,0,1104
20220228T04-08,288,1609,7310,2273,46,759,0,1229
20220228T03-08,290,1180,7484,2273,46,719,0,1098
20220228T02-08,288,1179,7785,2273,46,728,0,993
20220228T01-08,286,1188,7973,2272,46,791,0,833
20220228T00-08,285,1537,8532,2271,46,857,0,940
20220227T23-08,286,2079,8836,2271,46,863,34,1015
20220227T22-08,288,2515,9905,2272,46,936,34,972
20220227T21-08,286,2819,10324,2273,46,1041,35,917
20220227T20-08,287,2994,11001,2273,46,1309,35,814
20220227T19-08,286,3244,11066,2271,46,1472,32,781
20220227T18-08,289,3191,10396,2272,46,1294,61,666
20220227T17-08,292,2346,7836,2272,46,1183,1936,653
20220227T16-08,292,1295,5372,2271,46,876,7243,640
20220227T15-08,290,1169,3758,2269,46,850,9707,579
20220227T14-08,291,1020,4066,2268,46,581,9842,535
20220227T13-08,290,949,4082,2268,46,571,9548,634
20220227T12-08,290,1037,4162,2268,46,568,9116,572
20220227T11-08,289,1120,4197,2268,46,570,8735,595
20220227T10-08,290,1110,4433,2269,46,568,9249,791
20220227T09-08,289,1271,4443,2271,46,760,10195,622
20220227T08-08,289,1288,5298,2271,46,782,7836,607
20220227T07-08,289,1803,7869,2271,46,936,2118,691
20220227T06-08,283,2588,8797,2271,46,872,0,730
20220227T05-08,285,2399,8530,2269,46,964,0,798
20220227T04-08,284,1731,8946,2268,46,860,0,545
20220227T03-08,283,1496,9624,2267,46,690,0,520
20220227T02-08,281,1465,10183,2269,46,753,0,585
20220227T01-08,282,1706,10331,2267,46,760,0,433
20220227T00-08,283,1959,10939,2268,46,805,0,406
20220226T23-08,283,1915,11339,2269,46,870,15,472
20220226T22-08,282,2758,11670,2268,46,1090,15,475
20220226T21-08,282,3048,12356,2267,46,1062,44,599
20220226T20-08,283,3285,12133,2268,46,1419,44,603
20220226T19-08,283,3516,12246,2268,46,1308,46,533
20220226T18-08,279,3283,12134,2267,46,1224,72,583
20220226T17-08,281,2357,9608,2268,46,1101,2091,765
20220226T16-08,279,1328,6994,2267,46,969,5353,1001
20220226T15-08,280,1073,5457,2268,46,949,6671,1070
20220226T14-08,280,969,5799,2265,46,514,6872,848
20220226T13-08,280,911,5148,2266,46,518,9049,944
20220226T12-08,279,929,5460,2266,46,506,8156,884
20220226T11-08,280,955,6147,2267,46,504,8431,972
20220226T10-08,277,1083,5854,2267,2,502,9083,882
20220226T09-08,277,1071,5619,2268,-4,860,10858,834
20220226T08-08,277,1133,6950,2268,-4,951,8783,796
20220226T07-08,277,1714,10169,2270,-3,994,2654,845
20220226T06-08,279,2676,10781,2269,-3,1075,0,982
20220226T05-08,278,2163,10630,2269,-3,782,0,1018
20220226T04-08,278,1585,10679,2274,-3,682,0,887
20220226T03-08,279,1439,10794,2272,-5,681,0,818
20220226T02-08,278,1559,11302,2268,46,675,0,759
20220226T01-08,278,1564,11761,2264,46,683,0,713
20220226T00-08,280,1653,12122,2266,46,764,17,762
20220225T23-08,278,1811,12417,2265,46,1038,17,879
20220225T22-08,280,2196,13429,2264,46,1039,21,889
20220225T21-08,281,3101,13793,2267,46,1321,51,818
20220225T20-08,280,3012,13928,2263,46,1781,50,918
20220225T19-08,279,3438,13732,2262,46,1803,49,892
20220225T18-08,282,3360,13828,2265,46,1805,128,817
20220225T17-08,284,2699,10929,2267,46,1275,2743,711
20220225T16-08,283,1487,8069,2250,46,672,8725,651
20220225T15-08,281,918,6084,2241,46,668,11164,605
20220225T14-08,282,900,5951,2231,46,611,11560,544
20220225T13-08,282,866,6510,2169,46,617,11895,579
20220225T12-08,280,873,6539,2107,46,629,12677,643
20220225T11-08,281,930,7034,2085,46,649,12883,872
20220225T10-08,280,943,7440,2089,46,725,13245,873
20220225T09-08,280,1039,8555,2086,46,765,12617,725
20220225T08-08,279,1401,11164,2063,46,1074,9831,625
20220225T07-08,279,2538,15938,1966,46,1401,2628,588
20220225T06-08,278,3100,16154,1866,46,1110,0,497
20220225T05-08,286,2117,14388,1770,46,910,0,485
20220225T04-08,287,1593,13814,1681,46,775,0,367
20220225T03-08,286,1457,13769,1672,46,776,0,387
20220225T02-08,287,1473,13696,1671,46,781,0,503
20220225T01-08,289,1506,13656,1637,45,785,0,581
20220225T00-08,290,1514,14756,1636,46,800,15,696
20220224T23-08,290,1817,16015,1637,46,1123,15,877
20220224T22-08,290,2074,16758,1636,46,1369,17,1169
20220224T21-08,289,2726,17154,1637,46,1294,27,1425
20220224T20-08,292,3429,17624,1636,46,1501,49,1570
20220224T19-08,292,3831,17563,1634,46,1862,56,1596
20220224T18-08,295,3591,16890,1635,46,1801,116,1531
20220224T17-08,295,3102,13158,1636,46,1384,2557,1628
20220224T16-08,294,1425,10040,1639,46,747,7610,1743
20220224T15-08,294,1125,7960,1639,46,634,10749,1414
20220224T14-08,294,1225,8027,1640,46,640,11278,1154
20220224T13-08,293,940,8206,1639,46,643,11751,955
20220224T12-08,293,954,8206,1640,46,721,12117,799
20220224T11-08,293,973,8434,1643,46,899,12672,763
20220224T10-08,294,1083,9136,1641,46,823,12829,792
20220224T09-08,293,1214,10479,1644,46,1282,12316,796
20220224T08-08,294,1381,13865,1643,46,1085,9485,748
20220224T07-08,293,3088,17621,1672,46,1108,2386,721
20220224T06-08,292,2944,18291,1673,46,877,0,603
20220224T05-08,294,2305,16754,1666,46,843,0,493
20220224T04-08,292,1472,15833,1672,46,792,0,454
20220224T03-08,292,1394,16409,1628,46,934,0,590
20220224T02-08,292,1422,16429,1629,46,944,0,641
20220224T01-08,294,1766,16477,1628,46,1216,0,774
20220224T00-08,293,1852,16375,1626,46,928,-8,1235
20220223T23-08,295,2456,16307,1625,46,846,-8,1101
20220223T22-08,294,2792,16768,1624,46,1258,13,1405
20220223T21-08,291,3097,18112,1626,46,1357,87,2168
20220223T20-08,291,3378,18080,1626,46,1552,90,2839
20220223T19-08,293,3483,17859,1626,46,1722,83,3319
20220223T18-08,293,3399,16801,1626,46,1848,95,3525
20220223T17-08,296,2786,13202,1627,46,1162,2285,3769
20220223T16-08,295,1759,9619,1626,46,1084,7812,4114
20220223T15-08,295,1186,7908,1628,46,1091,9642,4036
20220223T14-08,296,1017,7844,1627,45,716,10453,4236
20220223T13-08,294,1322,7220,1626,46,778,10151,3955
20220223T12-08,294,1370,7087,1628,46,749,10647,3607
20220223T11-08,294,1693,7103,1625,46,939,9863,3882
20220223T10-08,294,1495,8173,1624,46,852,10752,4066
20220223T09-08,292,2146,10280,1625,45,1315,8748,3959
20220223T08-08,293,2451,13344,1623,46,1099,6026,3569
20220223T07-08,291,3223,16874,1660,46,1260,1061,3316
20220223T06-08,290,2749,16901,1716,46,864,0,2505
20220223T05-08,294,2048,13306,1805,46,852,0,2475
20220223T04-08,295,1498,12289,1891,46,769,0,2360
20220223T03-08,294,1505,11949,1980,46,756,0,2707
20220223T02-08,292,1507,11830,2069,46,756,0,2558
20220223T01-08,292,1544,11726,2154,46,867,0,2475
20220223T00-08,291,1449,12029,2244,46,845,0,2522
20220222T23-08,292,2149,11617,2253,46,992,0,2551
20220222T22-08,292,2410,12423,2254,46,886,46,3211
20220222T21-08,294,2787,13468,2253,46,1100,13,3261
20220222T20-08,291,3082,13598,2253,46,1743,13,3397
20220222T19-08,293,3563,13166,2253,46,1860,16,3705
20220222T18-08,293,3263,12778,2253,46,1968,132,4398
20220222T17-08,295,2753,10551,2252,46,1515,1374,4652
20220222T16-08,293,1989,8589,2255,46,1018,5001,3533
20220222T15-08,293,1574,7371,2256,46,1007,7113,3660
20220222T14-08,295,1270,7294,2256,46,640,8186,3650
20220222T13-08,296,1157,6837,2255,46,647,9512,3298
20220222T12-08,297,1189,7773,2255,46,626,9470,3488
20220222T11-08,295,1218,7343,2252,46,636,9934,3570
20220222T10-08,298,1387,7711,2253,46,637,10340,3711
20220222T09-08,296,1631,8294,2250,46,873,9182,3647
20220222T08-08,295,1886,8426,2251,46,917,7023,3253
20220222T07-08,294,2664,10303,2252,46,1391,1578,2996
20220222T06-08,291,2831,9560,2253,46,982,0,3232
20220222T05-08,295,1901,8471,2253,46,845,0,3054
20220222T04-08,293,1642,7514,2253,46,682,0,3373
20220222T03-08,293,1544,7441,2254,46,680,0,3515
20220222T02-08,292,1559,7477,2254,46,680,0,3772
20220222T01-08,294,1514,7429,2252,46,683,0,3814
20220222T00-08,295,1683,7405,2253,46,752,0,3670
20220221T23-08,295,2053,7645,2251,46,758,46,3743
20220221T22-08,293,2317,8563,2252,46,842,46,3767
20220221T21-08,292,2624,9693,2252,46,1193,49,4026
20220221T20-08,291,2806,9794,2252,46,1442,47,3848
20220221T19-08,294,3252,10068,2250,46,1788,46,4107
20220221T18-08,294,3476,9725,2252,46,1938,72,4300
20220221T17-08,294,2642,7213,2252,46,1488,1826,4553
20220221T16-08,294,1640,5375,2250,46,693,7469,4422
20220221T15-08,292,1387,4717,2252,46,637,10201,3954
20220221T14-08,293,1141,5000,2252,46,515,10849,3731
20220221T13-08,295,1071,5371,2250,46,509,9779,4044
20220221T12-08,294,1050,5302,2250,46,507,9937,4153
20220221T11-08,295,1195,5399,2251,46,506,9515,4408
20220221T10-08,294,1356,5417,2250,46,495,9247,4285
20220221T09-08,293,1462,5672,2251,46,868,8858,4486
20220221T08-08,293,1522,5120,2248,46,952,6054,3977
20220221T07-08,293,2037,6039,2249,46,1144,1169,3925
20220221T06-08,292,2314,5547,2250,46,1134,0,3644
20220221T05-08,294,1704,4890,2250,46,688,0,3855
20220221T04-08,295,1371,4971,2249,46,519,0,4462
20220221T03-08,294,1395,4921,2252,46,527,0,4401
20220221T02-08,294,1309,5094,2251,46,530,0,4184
20220221T01-08,292,1317,5265,2251,46,595,0,4106
20220221T00-08,294,1442,5418,2252,46,593,0,3982
20220220T23-08,292,1782,6020,2249,46,826,15,3778
20220220T22-08,291,1991,6742,2248,46,667,15,3668
20220220T21-08,292,2393,6592,2249,46,843,60,3544
20220220T20-08,295,2807,6409,2247,46,1513,60,3441
20220220T19-08,291,3247,6126,2247,46,1448,58,3661
20220220T18-08,291,3158,5784,2247,46,1421,76,4150
20220220T17-08,292,2743,5258,2247,46,1000,817,4240
20220220T16-08,294,1371,4671,2248,46,522,4188,4079
20220220T15-08,294,1203,4536,2248,46,654,5432,3702
20220220T14-08,288,1165,3687,2249,46,474,6123,3301
20220220T13-08,287,939,4142,2248,46,479,7057,2865
20220220T12-08,284,844,4109,2251,46,477,7124,1894
20220220T11-08,286,997,4129,2248,46,471,7509,1869
20220220T10-08,286,1131,3971,2249,46,506,7728,1768
20220220T09-08,292,1367,3912,2248,46,513,8064,1692
20220220T08-08,291,1496,4048,2249,46,728,6786,1735
20220220T07-08,292,1688,4887,2248,46,734,1983,1893
20220220T06-08,291,1903,5830,2250,46,740,0,1718
20220220T05-08,292,1720,6248,2251,46,631,0,1338
20220220T04-08,293,1381,6679,2249,46,555,0,1356
20220220T03-08,293,1335,6552,2251,46,547,0,1334
20220220T02-08,293,1367,6736,2251,46,545,0,1310
20220220T01-08,293,1335,7585,2250,46,558,0,1343
20220220T00-08,295,1318,7909,2251,46,870,0,1531
20220219T23-08,292,1641,8115,2250,46,872,57,1468
20220219T22-08,291,1766,9059,2249,46,684,57,1308
20220219T21-08,292,2033,9243,2249,46,924,59,1269
20220219T20-08,291,2455,9482,2248,46,1555,128,965
20220219T19-08,293,3271,10311,2248,46,1783,128,839
20220219T18-08,295,3229,9847,2248,46,1962,129,768
20220219T17-08,296,2361,8057,2248,46,1410,1439,738
20220219T16-08,293,1401,5456,2248,46,755,6737,766
20220219T15-08,293,1302,4440,2247,46,707,8431,803
20220219T14-08,293,1089,4603,2250,46,528,8756,767
20220219T13-08,292,1123,4548,2248,46,510,8691,789
20220219T12-08,293,969,4993,2248,46,528,9209,862
20220219T11-08,293,1226,4737,2249,46,534,9408,783
20220219T10-08,294,1280,4845,2249,46,540,9954,818
20220219T09-08,293,1356,4456,2250,46,554,11059,676
20220219T08-08,294,1399,5252,2248,46,762,8088,554
20220219T07-08,295,1895,8440,2249,46,785,1860,559
20220219T06-08,292,2016,8421,2249,46,794,0,562
20220219T05-08,292,1772,8377,2249,46,740,0,560
20220219T04-08,290,1542,8406,2248,46,678,0,539
20220219T03-08,292,1564,8469,2251,46,668,0,593
20220219T02-08,291,1569,8730,2252,46,654,0,624
20220219T01-08,292,1613,9232,2251,46,704,0,618
20220219T00-08,293,1531,9787,2251,46,702,0,609
20220218T23-08,294,1837,10130,2252,46,798,52,626
20220218T22-08,294,2107,10763,2252,46,908,52,590
20220218T21-08,292,2597,11315,2252,46,1165,61,664
20220218T20-08,292,2929,11412,2250,46,1638,121,615
20220218T19-08,294,3592,11360,2248,46,1679,120,558
20220218T18-08,295,3843,11284,2249,46,1768,133,511
20220218T17-08,295,3200,9669,2250,46,1241,1565,515
20220218T16-08,295,1748,7804,2249,46,616,5479,657
20220218T15-08,295,1291,5767,2249,46,494,10732,765
20220218T14-08,295,1443,5507,2249,46,489,11775,709
20220218T13-08,296,1394,5347,2251,46,767,11762,738
20220218T12-08,293,1376,5391,2251,46,493,12101,963
20220218T11-08,292,1491,5347,2251,46,493,11844,1020
20220218T10-08,293,1535,5640,2253,46,497,12616,1004
20220218T09-08,293,1722,5578,2251,46,771,11563,868
20220218T08-08,294,1955,6655,2251,46,842,8592,775
20220218T07-08,293,2226,9722,2250,46,1188,1761,763
20220218T06-08,293,2765,9801,2251,46,1008,0,797
20220218T05-08,292,1964,8221,2250,46,688,0,875
20220218T04-08,292,1600,7654,2251,46,672,0,856
20220218T03-08,292,1444,7886,2254,46,569,0,861
20220218T02-08,292,1390,8313,2250,46,563,0,843
20220218T01-08,293,1406,8789,2252,46,648,0,796
20220218T00-08,293,1532,8899,2252,46,678,0,883
20220217T23-08,292,1627,9544,2253,46,992,41,901
20220217T22-08,292,1951,10304,2252,46,1014,41,854
20220217T21-08,293,2929,10780,2248,46,1303,53,682
20220217T20-08,295,3532,11148,2247,46,1511,53,512
20220217T19-08,294,3659,11410,2249,46,1907,53,437
20220217T18-08,295,3810,11232,2248,46,1986,74,418
20220217T17-08,298,2994,9424,2246,46,1283,1792,416
20220217T16-08,298,1576,6970,2246,46,614,8407,552
20220217T15-08,294,1284,5291,2248,46,496,10041,566
20220217T14-08,293,1113,5647,2246,46,495,10628,693
20220217T13-08,294,1127,5702,2246,46,490,10823,802
20220217T12-08,294,1166,5684,2245,46,491,10925,1308
20220217T11-08,295,1278,5575,2245,46,489,10869,1614
20220217T10-08,297,1501,5682,2247,46,494,11162,1854
20220217T09-08,294,1561,5644,2248,46,983,11624,1905
20220217T08-08,294,1574,5863,2249,46,1066,8805,1629
20220217T07-08,293,2677,8778,2249,46,1537,1579,2128
20220217T06-08,292,2809,9036,2249,46,896,0,2371
20220217T05-08,294,1888,7763,2249,46,588,0,2464
20220217T04-08,291,1664,7051,2249,46,526,0,2673
20220217T03-08,291,1689,6961,2251,46,534,0,2678
20220217T02-08,293,1666,7292,2252,46,547,0,2742
20220217T01-08,292,1687,7530,2251,46,565,0,2607
20220217T00-08,293,1840,8351,2255,46,720,0,2848
20220216T23-08,294,1974,8908,2257,46,717,32,2726
20220216T22-08,295,2058,9831,2252,46,909,32,2735
20220216T21-08,293,2487,9853,2254,46,1490,51,2438
20220216T20-08,294,3027,9790,2251,46,1948,51,2924
20220216T19-08,294,3810,9733,2249,46,1782,49,3232
20220216T18-08,294,3849,9216,2249,46,1695,76,3977
20220216T17-08,295,3052,7216,2250,46,947,1645,4401
20220216T16-08,295,1419,6114,2248,46,504,8000,4397
20220216T15-08,294,1086,5232,2248,46,477,10185,3764
20220216T14-08,293,1111,5245,2248,46,468,10780,3432
20220216T13-08,293,1048,5614,2250,46,469,10436,3280
