Time,coal_MWh,hydro_MWh,natural_gas_MWh,nuclear_MWh,oil_MWh,other_MWh,solar_MWh,wind_MWh
20200920T18-07,904,4413,18107,2243,88,937,2018,1114
20200920T17-07,777,3456,15585,2243,88,760,7089,914
20200920T16-07,628,2160,13212,2253,88,768,9576,588
20200920T15-07,600,1738,11117,2248,88,747,10776,250
20200920T14-07,564,1512,9223,2247,88,740,11259,239
20200920T13-07,565,1066,8296,2249,88,669,11398,175
20200920T12-07,565,733,7300,2254,88,651,11428,156
20200920T11-07,566,684,6983,2258,88,642,11318,193
20200920T10-07,567,650,6917,2256,88,645,10729,160
20200920T09-07,568,675,6968,2256,88,678,8945,235
20200920T08-07,568,1025,7572,2257,88,768,4904,297
20200920T07-07,570,1049,9115,2256,88,776,494,389
20200920T06-07,566,1170,9385,2261,88,758,3,524
20200920T05-07,568,1139,9107,2261,89,751,3,630
20200920T04-07,566,1194,9010,2260,88,757,3,767
20200920T03-07,592,1309,9168,2261,88,744,3,856
20200920T02-07,678,1524,9721,2259,89,714,6,927
20200920T01-07,791,1784,10514,2256,87,725,6,1159
20200920T00-07,803,1944,11620,2255,88,710,9,1438
20200919T23-07,1002,2312,12967,2257,88,726,9,1864
20200919T22-07,1038,2691,15343,2256,88,637,10,2295
20200919T21-07,1118,3405,16971,2254,88,610,9,2476
20200919T20-07,1506,4482,19397,2253,88,593,8,2664
20200919T19-07,1562,4718,20071,2250,88,641,83,2211
20200919T18-07,1555,4098,18278,2249,86,1064,2315,1779
20200919T17-07,1268,3190,14799,2251,73,810,7530,1628
20200919T16-07,1400,2278,12814,2250,88,794,10215,1329
20200919T15-07,1234,1906,11827,2252,88,774,11174,825
20200919T14-07,1022,1581,10127,2258,87,768,11583,617
20200919T13-07,888,1146,8881,2260,87,711,11698,628
20200919T12-07,593,850,8239,2257,88,680,11792,563
20200919T11-07,565,716,7979,2256,88,695,11654,426
20200919T10-07,562,633,8002,2252,88,678,10963,476
20200919T09-07,568,658,8004,2251,88,701,9398,873
20200919T08-07,624,803,8471,2246,88,784,5321,1611
20200919T07-07,601,1535,9410,2250,85,758,548,2154
20200919T06-07,561,1639,9074,2248,87,766,4,2260
20200919T05-07,562,1560,8955,2246,87,762,4,2421
20200919T04-07,562,1589,8588,2246,87,783,4,2759
20200919T03-07,564,1722,8541,2248,87,817,4,2994
20200919T02-07,583,1733,9419,2247,87,816,9,3148
20200919T01-07,806,1870,10455,2254,87,814,9,3295
20200919T00-07,1149,1995,12211,2253,87,843,9,2941
20200918T23-07,1294,2247,13660,2249,87,852,9,2588
20200918T22-07,1377,2940,16256,2246,86,835,9,2549
20200918T21-07,1520,3730,18167,2248,87,802,9,2503
20200918T20-07,1517,4797,19600,2245,87,813,9,2512
20200918T19-07,1513,5136,21198,2246,87,1020,1489,2135
20200918T18-07,1517,4620,20277,2242,86,1037,1843,2285
20200918T17-07,1525,3732,18695,2242,87,956,6120,2458
20200918T16-07,1519,2895,17928,2240,88,841,8439,2265
20200918T15-07,1340,2263,16869,2242,88,859,9389,1809
20200918T14-07,1253,2212,14969,2245,88,857,10389,1391
20200918T13-07,1003,1822,14027,2247,88,841,10619,1155
20200918T12-07,695,2088,12476,2248,87,837,9954,927
20200918T11-07,679,1907,11052,2247,87,808,9248,596
20200918T10-07,736,1853,10717,2247,87,780,8612,840
20200918T09-07,721,2196,11177,2246,88,856,6269,740
20200918T08-07,621,2233,11560,2243,88,854,2664,961
20200918T07-07,611,2311,11799,2243,86,862,410,1367
20200918T06-07,564,2123,11259,2243,88,797,4,1224
20200918T05-07,562,1892,10475,2241,87,851,4,1319
20200918T04-07,560,1656,10322,2240,87,798,4,775
20200918T03-07,560,1693,10633,2241,87,906,4,796
20200918T02-07,559,1863,10872,2241,87,925,5,1044
20200918T01-07,590,1871,12229,2244,87,930,5,1660
20200918T00-07,967,1965,13790,2244,86,922,5,1587
20200917T23-07,1224,2314,15195,2244,86,897,5,2131
20200917T22-07,1451,2888,17345,2244,87,835,5,2400
20200917T21-07,1716,3748,18872,2243,86,819,5,2571
20200917T20-07,1767,4649,20816,2242,87,807,5,2418
20200917T19-07,1767,5143,21874,2240,87,830,912,1860
20200917T18-07,1768,4916,22643,2236,87,842,1175,1465
20200917T17-07,1788,4355,21840,2236,87,820,4575,1330
20200917T16-07,1671,3809,20601,2236,87,915,6848,1061
20200917T15-07,1218,3120,18694,2236,87,920,8457,825
20200917T14-07,851,2729,15670,2234,87,1102,9747,482
20200917T13-07,790,2037,13499,2237,88,851,10202,441
20200917T12-07,625,1828,11770,2240,88,797,10246,360
20200917T11-07,617,1884,10900,2242,87,771,9189,177
20200917T10-07,602,1718,11323,2241,88,804,7833,221
20200917T09-07,622,2129,12171,2243,88,834,6116,189
20200917T08-07,621,1788,12530,2245,87,857,3525,411
20200917T07-07,604,1849,13069,2244,86,840,506,716
20200917T06-07,559,1643,12686,2244,87,804,4,782
20200917T05-07,561,1454,12054,2242,87,823,4,749
20200917T04-07,562,1389,11937,2240,87,756,4,666
20200917T03-07,561,1382,11959,2239,87,786,4,932
20200917T02-07,559,1479,12304,2239,87,816,6,1137
20200917T01-07,559,1576,13331,2242,87,835,6,1309
20200917T00-07,786,1771,13924,2241,87,839,6,1632
20200916T23-07,1090,2086,15209,2241,87,834,6,1931
20200916T22-07,1551,3021,16841,2241,86,910,6,1929
20200916T21-07,1767,3490,18971,2243,86,821,6,2070
20200916T20-07,1803,4443,20791,2239,86,811,6,2117
20200916T19-07,1806,5032,21977,2239,87,883,1401,1629
20200916T18-07,1805,5152,21596,2238,87,986,1689,1163
20200916T17-07,1781,4603,20587,2235,88,861,5601,874
20200916T16-07,1735,3791,19408,2233,87,852,8563,613
20200916T15-07,1637,2703,17508,2232,87,858,10023,552
20200916T14-07,1623,2346,14909,2232,87,863,10441,512
20200916T13-07,1545,1626,12933,2235,88,795,10918,475
20200916T12-07,1329,1332,11136,2238,88,813,10866,491
20200916T11-07,1194,1300,9909,2244,87,750,10385,338
20200916T10-07,1190,1258,9527,2244,88,741,9301,459
20200916T09-07,1190,1669,9563,2242,88,744,7322,659
20200916T08-07,1190,1676,11318,2241,88,790,3913,786
20200916T07-07,1161,2125,12033,2241,87,788,510,1061
20200916T06-07,958,1833,11244,2241,86,777,3,1238
20200916T05-07,731,1582,11114,2240,86,782,3,1327
20200916T04-07,570,1497,11139,2240,86,786,3,1302
20200916T03-07,562,1515,10981,2242,87,801,3,1484
20200916T02-07,560,1649,11313,2239,87,798,5,1607
20200916T01-07,560,1718,12180,2239,87,826,5,1690
20200916T00-07,562,1925,13399,2245,86,862,5,1902
20200915T23-07,563,2364,15036,2246,86,826,5,1916
20200915T22-07,810,3024,17142,2244,86,827,5,2007
20200915T21-07,1021,4111,18825,2244,86,807,5,1755
20200915T20-07,1350,4436,19807,2241,87,848,5,1591
20200915T19-07,1520,4647,21700,2243,86,834,1151,1066
20200915T18-07,1546,4709,21306,2242,87,855,1408,707
20200915T17-07,1627,4000,20231,2239,86,821,4979,492
20200915T16-07,1453,3043,19293,2239,71,957,7306,377
20200915T15-07,1272,2869,15741,2240,57,923,9027,341
20200915T14-07,1189,2162,13655,2242,57,797,9848,283
20200915T13-07,1188,1716,11702,2243,57,749,10528,273
20200915T12-07,1188,1573,10510,2244,57,727,10256,249
20200915T11-07,1188,1505,9347,2245,56,716,10012,124
20200915T10-07,1190,1546,9449,2248,55,709,8720,234
20200915T09-07,1191,1601,9986,2248,46,742,6766,457
20200915T08-07,1192,1831,10772,2245,81,806,3672,603
20200915T07-07,1193,2295,11026,2246,88,802,528,991
20200915T06-07,1080,2028,10573,2245,89,781,4,1078
20200915T05-07,801,1984,10508,2246,88,770,4,1032
20200915T04-07,637,1337,10982,2247,88,744,4,856
20200915T03-07,560,1240,11148,2248,88,762,5,1032
20200915T02-07,560,1272,11726,2245,86,796,7,1138
20200915T01-07,559,1394,13105,2243,88,892,5,1128
20200915T00-07,560,1761,14057,2244,87,909,5,1085
20200914T23-07,584,2230,15991,2246,86,892,6,1168
20200914T22-07,935,2831,17478,2245,88,857,7,1223
20200914T21-07,1381,3581,18328,2244,88,813,5,1124
20200914T20-07,1336,4431,19610,2245,88,804,-3,1038
20200914T19-07,1353,4556,20619,2247,87,843,44,803
20200914T18-07,1354,4739,20349,2244,87,938,1442,706
20200914T17-07,879,4095,19227,2246,87,855,5332,356
20200914T16-07,864,3149,16816,2243,88,820,8130,333
20200914T15-07,812,2256,15410,2245,88,854,9807,424
20200914T14-07,661,1739,14113,2245,88,827,10486,468
20200914T13-07,639,1509,12043,2246,88,781,10537,549
20200914T12-07,561,1370,10910,2246,88,839,10485,495
20200914T11-07,561,1342,10206,2245,88,822,10313,267
20200914T10-07,561,1298,10538,2247,88,665,9196,384
20200914T09-07,563,1071,11637,2253,89,648,7161,620
20200914T08-07,564,1438,11963,2251,87,648,3694,896
20200914T07-07,566,2022,11800,2247,88,638,565,1053
20200914T06-07,568,1870,11281,2245,88,611,9,1126
20200914T05-07,568,1395,11543,2246,88,606,6,953
20200914T04-07,567,1206,10952,2245,88,609,9,1036
20200914T03-07,563,1130,10861,2246,88,623,7,1065
20200914T02-07,564,1171,11273,2245,89,600,10,1072
20200914T01-07,564,1250,12104,2247,88,598,11,1121
20200914T00-07,565,1919,12781,2247,88,629,9,1148
20200913T23-07,565,2074,14218,2248,88,624,10,1557
20200913T22-07,572,2675,15116,2246,88,600,10,1610
20200913T21-07,716,3700,15999,2244,88,594,9,1496
20200913T20-07,829,4481,16581,2243,88,593,10,1243
20200913T19-07,839,4724,16943,2247,88,597,1447,783
20200913T18-07,595,4176,16720,2244,87,606,1895,797
20200913T17-07,568,3315,14496,2243,87,615,5675,837
20200913T16-07,592,2279,12851,2242,87,634,8360,687
20200913T15-07,602,1854,10612,2240,88,595,9803,466
20200913T14-07,565,1519,8877,2240,87,602,10594,517
20200913T13-07,564,892,7703,2241,87,604,10800,432
20200913T12-07,563,779,7387,2244,88,609,10709,236
20200913T11-07,566,759,7414,2245,88,609,10432,208
20200913T10-07,567,701,7424,2246,89,619,9544,176
20200913T09-07,565,684,7831,2244,89,623,7795,153
20200913T08-07,567,879,8546,2245,88,609,4302,211
20200913T07-07,569,1291,9952,2245,89,613,654,178
20200913T06-07,567,1393,10426,2245,88,619,5,511
20200913T05-07,569,1502,10232,2244,88,609,5,409
20200913T04-07,567,1460,10544,2242,88,616,6,285
20200913T03-07,567,1500,10696,2244,88,635,6,365
20200913T02-07,562,1602,11118,2243,87,615,6,347
20200913T01-07,563,1775,12151,2243,88,640,8,371
20200913T00-07,564,1906,13695,2243,88,611,7,389
20200912T23-07,562,2430,14298,2243,88,610,7,464
20200912T22-07,566,3239,14414,2242,88,602,8,383
20200912T21-07,615,4192,15009,2243,76,596,8,320
20200912T20-07,797,4854,16196,2243,88,592,7,259
20200912T19-07,781,5026,16926,2241,87,611,1635,298
20200912T18-07,709,4792,16179,2240,88,603,2008,314
20200912T17-07,725,3636,13863,2241,88,644,5490,375
20200912T16-07,814,2386,12422,2240,89,633,8279,396
20200912T15-07,845,1746,10454,2241,88,609,9938,359
20200912T14-07,759,1524,9195,2241,88,611,10725,284
20200912T13-07,620,1033,8120,2242,88,610,10841,108
20200912T12-07,374,886,7755,2245,88,609,10563,94
20200912T11-07,339,790,7540,2246,89,602,10007,62
20200912T10-07,318,715,7554,2244,88,606,8644,24
20200912T09-07,324,718,8970,2242,89,608,6353,41
20200912T08-07,326,875,9799,2243,87,609,3071,41
20200912T07-07,323,1074,10968,2243,89,614,490,95
20200912T06-07,314,1132,11336,2240,88,614,4,288
20200912T05-07,301,1000,11278,2242,89,612,4,311
20200912T04-07,271,1023,11165,2239,89,642,5,280
20200912T03-07,272,1119,11050,2238,88,635,4,349
20200912T02-07,271,1159,11530,2240,89,636,4,391
20200912T01-07,341,1446,12259,2239,88,618,5,503
20200912T00-07,517,1729,13462,2238,88,627,4,618
20200911T23-07,630,2561,14182,2239,89,611,5,563
20200911T22-07,761,3788,14930,2237,89,607,4,556
20200911T21-07,869,4246,15734,2239,88,612,5,498
20200911T20-07,867,5240,16502,2239,89,622,7,439
20200911T19-07,867,4703,16660,2242,89,677,1008,353
20200911T18-07,847,5323,16788,2240,89,791,1225,257
20200911T17-07,761,4376,15494,2241,89,824,3423,309
20200911T16-07,760,2992,14448,2241,89,825,5387,328
20200911T15-07,760,2096,13705,2241,89,813,6988,352
20200911T14-07,762,1529,12275,2240,90,807,8077,320
20200911T13-07,700,1096,11506,2241,89,805,8271,284
20200911T12-07,402,1074,11205,2240,89,820,8016,90
20200911T11-07,377,1607,10223,2239,90,818,7196,168
20200911T10-07,376,1712,10930,2242,77,829,5611,189
20200911T09-07,388,1904,11699,2239,89,853,3594,251
20200911T08-07,403,2038,12352,2239,89,852,1657,226
20200911T07-07,385,2122,12636,2242,89,866,247,413
20200911T06-07,280,1884,13039,2243,89,868,6,423
20200911T05-07,277,1661,11833,2243,88,857,6,457
20200911T04-07,277,1584,11957,2240,88,870,5,423
20200911T03-07,277,1564,12110,2241,88,904,5,405
20200911T02-07,278,1515,12698,2241,88,890,5,600
20200911T01-07,277,1597,13007,2242,88,830,6,562
20200911T00-07,275,1421,13269,2243,88,927,8,534
20200910T23-07,320,2277,13751,2242,88,899,8,516
20200910T22-07,462,2879,15759,2238,88,813,8,430
20200910T21-07,483,4133,16594,2239,88,819,8,553
20200910T20-07,490,4770,16629,2239,88,824,11,629
20200910T19-07,481,4754,17459,2239,88,852,449,563
20200910T18-07,460,4701,17063,2245,79,818,610,414
20200910T17-07,404,4148,16153,2246,89,797,2389,442
20200910T16-07,441,2936,15323,2245,89,781,4911,407
20200910T15-07,383,1986,15078,2242,89,761,6969,326
20200910T14-07,393,1703,13368,2243,89,727,8047,356
20200910T13-07,419,1647,12208,2242,88,759,8712,370
20200910T12-07,416,1552,11621,2241,89,815,8764,329
20200910T11-07,389,1671,11271,2243,89,827,8122,235
20200910T10-07,369,1637,11180,2241,89,829,7083,226
20200910T09-07,371,1747,11451,2240,89,860,5565,226
20200910T08-07,370,1500,11906,2243,87,864,2913,291
20200910T07-07,368,1757,11482,2246,89,836,742,548
20200910T06-07,284,1629,11139,2245,88,848,5,579
20200910T05-07,275,1470,11074,2245,89,849,5,580
20200910T04-07,272,1484,10534,2246,88,816,5,388
20200910T03-07,271,1474,10576,2247,88,826,4,444
20200910T02-07,272,1383,10922,2244,89,838,4,404
20200910T01-07,269,1487,12065,2245,88,837,4,485
20200910T00-07,383,1724,13897,2245,89,802,4,420
20200909T23-07,419,2374,14711,2247,88,814,4,506
20200909T22-07,430,2931,16747,2245,89,798,4,558
20200909T21-07,561,3898,18695,2243,88,825,4,595
20200909T20-07,704,4412,19548,2241,85,820,65,666
20200909T19-07,709,4379,20088,2242,87,802,170,710
20200909T18-07,710,4160,19280,2242,88,789,2536,712
20200909T17-07,711,3308,18200,2244,88,779,6295,832
20200909T16-07,708,2577,17267,2248,88,821,8532,976
20200909T15-07,515,2095,16664,2248,88,796,9448,925
20200909T14-07,425,1819,15060,2247,88,791,9952,842
20200909T13-07,413,1457,13201,2246,89,798,10099,950
20200909T12-07,284,1212,12257,2246,88,800,10241,814
20200909T11-07,269,1156,11688,2244,88,751,9824,658
20200909T10-07,269,1267,12475,2242,88,872,8503,661
20200909T09-07,270,530,12570,2241,87,876,7645,603
20200909T08-07,270,515,13389,2246,88,881,4723,458
20200909T07-07,267,1601,12492,2247,88,853,948,583
20200909T06-07,264,1390,12249,2246,88,781,5,792
20200909T05-07,264,517,12516,2245,88,754,5,879
20200909T04-07,263,378,12105,2246,88,770,4,850
20200909T03-07,260,457,12099,2248,88,805,4,916
20200909T02-07,285,380,12697,2248,89,795,5,1041
20200909T01-07,463,707,13628,2246,88,837,5,901
20200909T00-07,674,1617,14083,2247,87,824,5,842
20200908T23-07,743,2077,15901,2249,87,779,5,994
20200908T22-07,817,2687,17707,2245,88,804,5,1204
20200908T21-07,770,4169,19636,2243,88,804,5,969
20200908T20-07,727,4987,20312,2244,87,760,8,1125
20200908T19-07,726,5250,20793,2249,87,751,1501,1361
20200908T18-07,726,4735,19460,2246,87,842,1776,1840
20200908T17-07,725,4024,18572,2245,87,755,4922,2112
20200908T16-07,725,3348,17546,2246,87,754,7066,2519
20200908T15-07,725,2485,16928,2246,87,754,8179,2215
20200908T14-07,726,2137,16396,2245,87,776,8901,2164
20200908T13-07,724,1553,16194,2245,87,759,9228,2223
20200908T12-07,668,1368,14988,2243,87,743,8968,2743
20200908T11-07,657,1317,15109,2241,87,741,8297,2287
20200908T10-07,560,1334,15036,2240,87,746,6919,2318
20200908T09-07,601,1344,16154,2245,86,1026,4584,2276
20200908T08-07,711,1907,15938,2246,86,1035,1937,2627
20200908T07-07,712,1508,14420,2246,87,793,206,3346
20200908T06-07,824,1141,13208,2246,88,778,6,3894
20200908T05-07,1076,770,12611,2246,87,742,6,3629
20200908T04-07,1291,759,12226,2250,87,773,6,2923
20200908T03-07,1534,897,12455,2257,87,738,5,3667
20200908T02-07,1651,560,12228,2257,87,725,6,3490
20200908T01-07,1677,758,12671,2255,87,745,7,3765
20200908T00-07,1741,1392,13254,2256,86,759,7,4050
20200907T23-07,1776,2358,15262,2255,87,809,7,4112
20200907T22-07,1773,3920,18064,2251,87,826,7,3764
20200907T21-07,1761,5510,21767,2249,86,761,7,3165
20200907T20-07,1763,6192,22622,2246,87,856,-2,3390
20200907T19-07,1786,6323,23799,2246,86,878,1227,3883
20200907T18-07,1796,5783,24472,2246,86,900,1494,3619
20200907T17-07,1796,5425,23697,2255,86,796,4295,3594
20200907T16-07,1791,4874,22706,2253,86,795,6583,3380
20200907T15-07,1794,4505,21488,2252,86,801,7998,2600
20200907T14-07,1790,3688,19250,2251,86,795,9091,2277
20200907T13-07,1778,3305,17430,2249,86,771,9407,2436
20200907T12-07,1687,2561,16809,2249,86,768,8942,1660
20200907T11-07,1470,2111,16014,2248,87,723,8406,868
20200907T10-07,1441,1763,14740,2243,87,727,7737,652
20200907T09-07,1476,1712,14105,2241,88,773,6165,589
20200907T08-07,1667,1659,13852,2239,87,784,3415,722
20200907T07-07,1758,1610,14260,2240,86,819,619,929
20200907T06-07,1738,1376,13686,2242,86,841,4,1237
20200907T05-07,1747,1269,13277,2246,87,840,4,1528
20200907T04-07,1743,1177,13136,2245,87,844,4,1952
20200907T03-07,1728,1431,13296,2248,87,898,5,2308
20200907T02-07,1733,1699,14528,2259,87,825,6,2218
20200907T01-07,1740,2178,16481,2259,87,819,6,2162
20200907T00-07,1788,2908,18141,2258,87,894,6,2256
20200906T23-07,1788,3738,21218,2256,87,1006,6,2246
20200906T22-07,1742,4551,23786,2253,87,1031,6,2330
20200906T21-07,1735,6105,27767,2254,87,900,-3,2358
20200906T20-07,1790,6805,30028,2250,87,972,-3,2076
20200906T19-07,1796,7908,31005,2250,86,1190,295,1545
20200906T18-07,1746,7439,30494,2250,86,1023,3004,1046
20200906T17-07,1754,5535,27313,2251,85,904,7359,1070
20200906T16-07,1790,4961,26667,2253,85,892,9568,800
20200906T15-07,1789,3807,26241,2257,85,855,10556,481
20200906T14-07,1791,3494,25871,2257,85,1026,11012,324
20200906T13-07,1798,2817,22902,2256,85,841,11173,432
20200906T12-07,1789,2401,19312,2252,87,774,11139,423
20200906T11-07,1634,1668,16837,2251,86,795,10980,335
20200906T10-07,1172,1162,14869,2249,86,858,10393,205
20200906T09-07,1121,1251,13545,2248,86,668,8945,255
20200906T08-07,1301,1264,13465,2247,86,633,5581,292
20200906T07-07,1676,1771,12887,2248,86,617,988,378
20200906T06-07,1593,1620,12981,2250,87,615,6,342
20200906T05-07,1719,1674,13023,2253,87,605,6,586
20200906T04-07,1719,1479,13514,2255,87,613,6,393
20200906T03-07,1769,1422,14461,2259,87,628,5,445
20200906T02-07,1792,1587,15533,2260,87,627,5,495
20200906T01-07,1795,1814,17465,2260,86,607,7,624
20200906T00-07,1791,2447,19840,2257,86,610,7,823
20200905T23-07,1794,3635,22456,2257,86,629,7,792
20200905T22-07,1793,4507,25907,2256,86,659,7,859
20200905T21-07,1793,5214,28879,2256,86,661,7,825
20200905T20-07,1799,6542,29486,2254,86,671,74,699
20200905T19-07,1802,7034,30707,2253,85,689,168,463
20200905T18-07,1801,6599,30229,2259,86,891,2991,335
20200905T17-07,1794,5744,28729,2262,85,736,6389,319
20200905T16-07,1789,5154,26923,2261,86,707,8015,333
20200905T15-07,1788,3749,24789,2260,86,640,9625,439
20200905T14-07,1794,2979,21767,2259,86,834,10765,440
20200905T13-07,1792,2348,18338,2258,86,720,11482,432
20200905T12-07,1640,1737,16542,2254,86,797,11611,349
20200905T11-07,1192,1089,15228,2253,86,751,11391,131
20200905T10-07,800,1242,13607,2250,87,742,10573,46
20200905T09-07,771,1223,13120,2251,87,742,9395,10
20200905T08-07,1125,1307,12507,2252,86,748,5591,14
20200905T07-07,1315,1729,11745,2253,87,756,1094,84
20200905T06-07,1331,1609,11929,2258,88,737,4,261
20200905T05-07,1332,1212,12362,2262,88,736,4,168
20200905T04-07,1294,1241,11732,2261,88,731,4,413
20200905T03-07,1252,1430,11685,2262,87,752,5,732
20200905T02-07,1256,1825,11779,2262,88,753,7,1144
20200905T01-07,1389,1974,12446,2265,88,758,7,1705
20200905T00-07,1708,2657,14851,2264,87,874,7,1782
20200904T23-07,1787,2967,17671,2265,88,868,7,2025
20200904T22-07,1796,3910,20137,2263,87,885,7,2464
20200904T21-07,1794,4980,22643,2263,87,816,7,2500
20200904T20-07,1793,5965,24860,2262,88,921,96,2521
20200904T19-07,1788,6307,27165,2260,88,945,237,1923
20200904T18-07,1794,6273,27337,2261,87,1037,3692,1122
20200904T17-07,1790,5286,25272,2261,87,893,8332,861
20200904T16-07,1787,4753,24360,2260,87,879,10321,790
20200904T15-07,1786,3881,22937,2259,87,890,11280,751
20200904T14-07,1723,3207,20461,2261,87,859,11683,747
20200904T13-07,1370,2380,18309,2262,87,791,11783,583
20200904T12-07,1024,2271,16154,2262,87,750,11778,297
20200904T11-07,832,1996,14273,2262,87,746,11604,266
20200904T10-07,754,1841,13218,2262,87,737,11006,360
20200904T09-07,760,1732,12865,2263,87,745,9519,431
20200904T08-07,951,2071,12837,2261,87,739,6167,699
20200904T07-07,914,2319,14146,2262,87,764,1177,921
20200904T06-07,658,2275,13570,2263,87,737,4,1404
20200904T05-07,593,1679,12780,2264,88,739,4,1724
20200904T04-07,593,1534,11894,2263,88,733,4,2114
20200904T03-07,589,1587,11575,2263,88,719,5,2606
20200904T02-07,627,1555,12312,2261,88,715,7,2919
20200904T01-07,746,1612,13867,2265,88,782,7,2829
20200904T00-07,898,1996,14857,2266,88,834,7,3200
20200903T23-07,1153,2480,17502,2267,88,821,7,3418
20200903T22-07,1514,3708,19783,2263,88,836,7,3597
20200903T21-07,1676,4979,21382,2263,88,778,7,3960
20200903T20-07,1797,5573,22485,2263,88,781,233,3848
20200903T19-07,1798,5758,24297,2263,88,789,370,3380
20200903T18-07,1801,5482,22942,2262,88,795,3931,2955
20200903T17-07,1807,4506,21257,2263,88,781,8767,2092
20200903T16-07,1759,3690,20256,2264,87,762,10637,1305
20200903T15-07,1346,3273,19447,2264,88,768,11537,934
20200903T14-07,893,2522,17621,2262,88,754,11886,764
20200903T13-07,669,2192,15744,2263,88,709,11936,658
20200903T12-07,558,2192,13514,2261,88,689,11932,474
20200903T11-07,560,1983,12175,2261,87,651,11727,444
20200903T10-07,561,2022,11648,2259,88,673,11124,589
20200903T09-07,560,2090,11379,2259,87,676,9622,904
20200903T08-07,562,2037,12236,2261,88,745,6025,1565
20200903T07-07,560,2643,13246,2261,89,771,1228,2234
20200903T06-07,558,2699,11891,2258,88,762,6,2718
20200903T05-07,558,2292,10469,2258,88,743,6,3123
20200903T04-07,556,2100,9953,2258,88,723,6,3484
20200903T03-07,557,1982,10061,2259,88,711,6,3826
20200903T02-07,557,1988,11189,2256,88,707,7,3827
20200903T01-07,555,2147,11719,2259,88,755,7,3800
20200903T00-07,555,2251,12958,2259,87,811,7,3780
20200902T23-07,584,2740,14212,2260,87,795,7,3719
20200902T22-07,892,3708,16316,2259,87,826,7,3654
20200902T21-07,1045,4807,17238,2258,87,763,7,3857
20200902T20-07,1323,5836,17983,2258,88,767,140,3818
20200902T19-07,1480,5958,19125,2257,87,831,270,3348
20200902T18-07,1468,5697,17765,2255,88,801,3825,2972
20200902T17-07,1268,4509,16224,2255,88,795,8578,2315
20200902T16-07,1163,3275,14919,2252,87,798,10627,1542
20200902T15-07,987,2713,14069,2257,87,790,11477,1027
20200902T14-07,798,2503,12274,2257,88,776,11911,729
20200902T13-07,780,1896,10946,2258,88,746,11998,568
20200902T12-07,782,1431,10453,2258,88,714,11996,648
20200902T11-07,755,1546,9997,2259,88,701,11818,614
20200902T10-07,761,1684,9948,2258,88,724,11180,809
20200902T09-07,825,1458,10070,2254,88,727,9630,1173
20200902T08-07,900,1430,10529,2253,87,757,6028,1370
20200902T07-07,805,2078,10954,2248,87,768,1230,1893
20200902T06-07,574,2020,10708,2248,88,731,4,2385
20200902T05-07,557,1622,9935,2248,88,705,4,2605
20200902T04-07,554,1444,9916,2250,88,713,4,2705
20200902T03-07,553,1448,10048,2251,88,715,4,2519
20200902T02-07,552,1800,10191,2255,88,754,5,2486
20200902T01-07,552,1886,11310,2257,88,767,5,2492
20200902T00-07,554,2214,12579,2253,88,823,5,2528
20200901T23-07,756,2357,14357,2251,87,804,5,2727
20200901T22-07,1244,3005,15659,2248,88,834,2,3117
20200901T21-07,1522,4803,16966,2247,87,806,2,3187
20200901T20-07,1528,5642,17293,2244,87,810,127,3214
20200901T19-07,1591,6134,18557,2244,87,859,267,2813
20200901T18-07,1393,5711,17621,2245,87,846,3714,2377
20200901T17-07,1074,4565,15090,2246,86,837,8268,2273
20200901T16-07,985,3346,14258,2244,86,801,10376,1833
20200901T15-07,833,2853,13190,2246,86,770,11352,1748
20200901T14-07,668,2189,11872,2254,86,753,11735,1465
20200901T13-07,653,1986,10358,2258,88,752,11917,1160
20200901T12-07,651,1341,10092,2251,87,738,11836,1022
20200901T11-07,654,1325,9826,2249,87,736,11507,859
20200901T10-07,654,1316,9665,2247,87,751,10610,985
20200901T09-07,664,1272,9742,2257,88,749,8806,1115
20200901T08-07,725,2044,10173,2253,87,791,5173,1293
20200901T07-07,649,2810,11444,2251,87,804,1039,1613
20200901T06-07,564,2447,11678,2248,87,800,3,2073
20200901T05-07,558,1783,10627,2246,87,904,3,2409
20200901T04-07,554,1574,9730,2246,88,773,3,2752
20200901T03-07,550,1442,8945,2246,87,755,3,3236
20200901T02-07,552,1821,8668,2244,88,774,4,3531
20200901T01-07,555,2068,9683,2245,88,784,4,3889
20200901T00-07,556,2268,11351,2243,88,807,4,3846
20200831T23-07,639,2198,13820,2251,87,872,1,3707
20200831T22-07,955,3841,14711,2255,87,850,1,3523
20200831T21-07,1199,5145,16289,2255,86,829,1,3453
20200831T20-07,1461,5737,17882,2253,87,820,-3,3397
20200831T19-07,1586,6026,18793,2250,88,843,384,2918
20200831T18-07,1610,5670,17508,2249,87,835,4281,2246
20200831T17-07,1410,4835,15044,2249,87,835,8784,2027
20200831T16-07,1336,4292,14228,2247,88,828,10847,1278
20200831T15-07,1235,2870,14228,2246,87,808,11643,709
20200831T14-07,1168,2381,13463,2248,88,770,11961,485
20200831T13-07,1063,2078,11613,2248,86,754,11912,368
20200831T12-07,725,1728,10915,2258,87,761,12007,396
20200831T11-07,654,1278,10171,2261,86,760,11811,294
20200831T10-07,677,1196,9861,2256,87,739,11032,536
20200831T09-07,666,1238,10048,2254,87,717,9546,600
20200831T08-07,771,1419,10595,2258,87,757,6072,738
20200831T07-07,854,1772,11580,2257,86,784,1339,1135
